DBN,School_Name,Attn_Pct,Online_Presence,In_Person_Presence,Borough,District_Code,Attn_Date_YMD
06M008,P.S. 008 LUIS BELLIARD,88.3,82.24,94.14,MANHATTAN,6,2021-06-02
06M018,P.S. 018 PARK TERRACE,94.04,94.58,93.1,MANHATTAN,6,2021-06-02
06M028,P.S. 028 WRIGHT BROTHERS,90.72,91.5,89.69,MANHATTAN,6,2021-06-02
06M048,P.S. 048 P.O. MICHAEL J. BUCZEK,92.02,89.72,95.65,MANHATTAN,6,2021-06-02
06M052,HAROLD O. LEVY SCHOOL,87.85,85.63,94.91,MANHATTAN,6,2021-06-02
06M098,P.S. 098 SHORAC KAPPOCK,87.05,89.77,,MANHATTAN,6,2021-06-02
06M103,DOS PUENTES ELEMENTARY SCHOOL,INC,,,MANHATTAN,6,2021-06-02
06M115,P.S. 115 ALEXANDER HUMBOLDT,93.23,94.08,92.34,MANHATTAN,6,2021-06-02
06M128,P.S. 128 AUDUBON,89.09,85.49,92.36,MANHATTAN,6,2021-06-02
06M132,P.S. 132 JUAN PABLO DUARTE,92.74,94.48,89.39,MANHATTAN,6,2021-06-02
06M143,J.H.S. 143 ELEANOR ROOSEVELT,86.52,86.79,85.91,MANHATTAN,6,2021-06-02
06M152,P.S. 152 DYCKMAN VALLEY,90.74,93.18,,MANHATTAN,6,2021-06-02
06M153,P.S. 153 ADAM CLAYTON POWELL,92.37,90.88,97.89,MANHATTAN,6,2021-06-02
06M173,P.S. 173,95.93,95.67,96.22,MANHATTAN,6,2021-06-02
06M178,PROFESSOR JUAN BOSCH PUBLIC SCHOOL,93.77,91.81,95.23,MANHATTAN,6,2021-06-02
06M187,P.S. I.S. 187 HUDSON CLIFFS,96.47,98.2,93.83,MANHATTAN,6,2021-06-02
06M189,P.S. 189,92.78,93.75,89.55,MANHATTAN,6,2021-06-02
06M192,P.S. 192 JACOB H. SCHIFF,90.25,93.91,,MANHATTAN,6,2021-06-02
06M209,HAMILTON GRANGE MIDDLE SCHOOL,86.68,83.27,100.0,MANHATTAN,6,2021-06-02
06M210,P.S. I.S. 210 TWENTY FIRST CENTURY ACADEMY FOR C,94.14,94.53,93.56,MANHATTAN,6,2021-06-02
06M211,INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TE,82.68,82.68,,MANHATTAN,6,2021-06-02
06M223,THE MOTT HALL SCHOOL,INC,,,MANHATTAN,6,2021-06-02
06M278,PAULA HEDBAVNY SCHOOL,91.88,92.41,91.01,MANHATTAN,6,2021-06-02
06M293,CITY COLLEGE ACADEMY OF THE ARTS,89.93,89.35,92.59,MANHATTAN,6,2021-06-02
06M311,AMISTAD DUAL LANGUAGE SCHOOL,93.5,91.88,95.6,MANHATTAN,6,2021-06-02
06M314,MUSCOTA,96.84,99.28,,MANHATTAN,6,2021-06-02
06M319,M.S. 319 MARIA TERESA,100,100.0,,MANHATTAN,6,2021-06-02
06M322,MIDDLE SCHOOL 322,91.66,90.6,93.45,MANHATTAN,6,2021-06-02
06M324,M.S. 324 PATRIA MIRABAL,91.75,91.71,91.83,MANHATTAN,6,2021-06-02
06M328,COMMUNITY MATH SCIENCE PREP,86.56,84.21,89.65,MANHATTAN,6,2021-06-02
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,97.26,98.15,93.04,MANHATTAN,6,2021-06-02
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,89.24,89.13,89.4,MANHATTAN,6,2021-06-02
06M349,HARBOR HEIGHTS,99.01,96.87,100.0,MANHATTAN,6,2021-06-02
06M366,WASHINGTON HEIGHTS ACADEMY,96.71,97.73,88.7,MANHATTAN,6,2021-06-02
06M368,HAMILTON HEIGHTS SCHOOL,92.09,90.47,92.76,MANHATTAN,6,2021-06-02
06M423,HIGH SCHOOL FOR EXCELLENCE AND INNOVATION,53.79,53.79,,MANHATTAN,6,2021-06-02
06M462,THE COLLEGE ACADEMY,80,81.86,76.52,MANHATTAN,6,2021-06-02
06M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,90.09,95.7,75.55,MANHATTAN,6,2021-06-02
06M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,78.29,75.28,84.67,MANHATTAN,6,2021-06-02
06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,97.8,97.17,100.0,MANHATTAN,6,2021-06-02
06M513,CASTLE BRIDGE SCHOOL,98.32,98.18,98.38,MANHATTAN,6,2021-06-02
06M528,I.S. 528 BEA FULLER RODGERS SCHOOL,98.83,98.83,,MANHATTAN,6,2021-06-02
06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,76.49,75.83,100.0,MANHATTAN,6,2021-06-02
06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHE,89.43,88.38,100.0,MANHATTAN,6,2021-06-02
07X001,P.S. 001 COURTLANDT SCHOOL,86.92,83.75,90.22,BRONX,7,2021-06-02
07X005,P.S. 5 PORT MORRIS,88.07,87.24,90.3,BRONX,7,2021-06-02
07X018,P.S. 018 JOHN PETER ZENGER,88.39,84.97,92.09,BRONX,7,2021-06-02
07X025,P.S. 025 BILINGUAL SCHOOL,94.85,95.39,94.4,BRONX,7,2021-06-02
07X029,P.S. M.S. 029 MELROSE SCHOOL,86.07,85.31,88.15,BRONX,7,2021-06-02
07X030,P.S. 030 WILTON,86.21,83.49,91.22,BRONX,7,2021-06-02
07X031,P.S. M.S. 031 THE WILLIAM LLOYD GARRISON,89.73,87.99,96.18,BRONX,7,2021-06-02
07X043,P.S. 043 JONAS BRONCK,83.8,80.32,87.57,BRONX,7,2021-06-02
07X049,P.S. 049 WILLIS AVENUE,94.4,94.19,94.64,BRONX,7,2021-06-02
07X065,P.S. 065 MOTHER HALE ACADEMY,91.88,89.47,94.23,BRONX,7,2021-06-02
07X151,J.H.S. 151 LOU GEHRIG,91.3,91.3,,BRONX,7,2021-06-02
07X154,P.S. 154 JONATHAN D. HYATT,91.47,89.9,92.34,BRONX,7,2021-06-02
07X157,P.S. 157 GROVE HILL,88.97,87.39,92.13,BRONX,7,2021-06-02
07X161,P.S. 161 JUAN PONCE DE LEON SCHOOL,91.57,90.45,92.81,BRONX,7,2021-06-02
07X179,P.S. 179,83.27,78.23,89.06,BRONX,7,2021-06-02
07X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,95.26,94.87,98.52,BRONX,7,2021-06-02
07X223,THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X,82.79,81.44,86.29,BRONX,7,2021-06-02
07X224,P.S. I.S. 224,83.73,83.66,83.87,BRONX,7,2021-06-02
07X259,"H.E.R.O. HIGH HEALTH, EDUCATION, AND RESEARCH OCC",74.14,73.72,100.0,BRONX,7,2021-06-02
07X277,P.S. 277,85.44,83.73,86.82,BRONX,7,2021-06-02
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,70.41,68.75,75.0,BRONX,7,2021-06-02
07X298,ACADEMY OF PUBLIC RELATIONS,92.7,94.49,90.36,BRONX,7,2021-06-02
07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,68.4,65.03,76.06,BRONX,7,2021-06-02
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,94.27,94.73,92.0,BRONX,7,2021-06-02
07X359,CONCOURSE VILLAGE ELEMENTARY SCHOOL,95.1,92.53,97.36,BRONX,7,2021-06-02
07X369,YOUNG LEADERS ELEMENTARY SCHOOL,89.28,88.88,89.37,BRONX,7,2021-06-02
07X379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,33.83,28.88,83.33,BRONX,7,2021-06-02
07X381,BRONX HAVEN HIGH SCHOOL,41.22,34.95,100.0,BRONX,7,2021-06-02
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,28.48,27.6,100.0,BRONX,7,2021-06-02
07X473,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,81.57,82.32,76.66,BRONX,7,2021-06-02
07X495,UNIVERSITY HEIGHTS SECONDARY SCHOOL,94.8,94.97,92.5,BRONX,7,2021-06-02
07X500,HOSTOS LINCOLN ACADEMY OF SCIENCE,91.38,90.45,100.0,BRONX,7,2021-06-02
07X522,BRONX DESIGN AND CONSTRUCTION ACADEMY,83.15,79.57,100.0,BRONX,7,2021-06-02
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,71.81,71.46,73.33,BRONX,7,2021-06-02
07X533,LEARNING THROUGH PLAY PRE K CENTER,INC,,,BRONX,7,2021-06-02
07X548,CAREERS IN SPORTS HIGH SCHOOL,57.59,57.14,60.6,BRONX,7,2021-06-02
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,61.87,58.93,90.9,BRONX,7,2021-06-02
07X557,MOTT HAVEN COMMUNITY HIGH SCHOOL,65.43,75.0,35.84,BRONX,7,2021-06-02
07X584,I.S. 584,80.08,83.66,73.07,BRONX,7,2021-06-02
07X600,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIG,77.59,75.19,100.0,BRONX,7,2021-06-02
07X625,WALKABOUT BRONX HIGH SCHOOL,94.11,92.5,100.0,BRONX,7,2021-06-02
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,72.67,72.67,,BRONX,7,2021-06-02
08X014,P.S. X014 SENATOR JOHN CALANDRA,93.09,88.05,100.0,BRONX,8,2021-06-02
08X036,P.S. 036 UNIONPORT,92.47,90.71,97.04,BRONX,8,2021-06-02
08X048,P.S. 048 JOSEPH R. DRAKE,90.56,88.81,92.39,BRONX,8,2021-06-02
08X062,P.S. 062 INOCENSIO CASANOVA,90.97,90.61,91.28,BRONX,8,2021-06-02
08X069,P.S. 069 JOURNEY PREP SCHOOL,92.54,90.41,96.85,BRONX,8,2021-06-02
08X071,P.S. 071 ROSE E. SCALA,91.93,92.2,91.37,BRONX,8,2021-06-02
08X072,P.S. 072 DR. WILLIAM DORNEY,93.87,93.02,95.71,BRONX,8,2021-06-02
08X075,P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,93.4,94.6,91.06,BRONX,8,2021-06-02
08X093,P.S. 093 ALBERT G. OLIVER,96.59,95.65,97.61,BRONX,8,2021-06-02
08X100,P.S. 100 ISAAC CLASON,88.49,87.71,91.3,BRONX,8,2021-06-02
08X101,M.S. X101 EDWARD R. BYRNE,96.52,96.57,96.38,BRONX,8,2021-06-02
08X107,P.S. 107,90.46,89.9,92.24,BRONX,8,2021-06-02
08X119,THE DR. EMMETT W. BASSETT SCHOOL,95.23,97.09,82.27,BRONX,8,2021-06-02
08X123,J.H.S. 123 JAMES M. KIERAN,88.58,87.1,98.48,BRONX,8,2021-06-02
08X130,P.S. 130 ABRAM STEVENS HEWITT,90.27,87.55,94.81,BRONX,8,2021-06-02
08X131,J.H.S. 131 ALBERT EINSTEIN,91.99,92.13,91.58,BRONX,8,2021-06-02
08X138,P.S. 138 SAMUEL RANDALL,92.5,92.66,91.81,BRONX,8,2021-06-02
08X140,P.S. X140 THE EAGLE SCHOOL,90.62,88.54,94.9,BRONX,8,2021-06-02
08X146,P.S. 146 EDWARD COLLINS,93.35,95.95,89.86,BRONX,8,2021-06-02
08X152,P.S. 152 EVERGREEN,94.1,93.88,94.3,BRONX,8,2021-06-02
08X182,P.S. 182,92.86,92.87,92.85,BRONX,8,2021-06-02
08X269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,68.16,68.16,,BRONX,8,2021-06-02
08X282,WOMEN S ACADEMY OF EXCELLENCE,79.69,79.12,86.66,BRONX,8,2021-06-02
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TH,55.05,46.29,88.63,BRONX,8,2021-06-02
08X301,M.S. 301 PAUL L. DUNBAR,95.69,97.19,93.67,BRONX,8,2021-06-02
08X302,M.S. 302 LUISA DESSUS CRUZ,INC,,,BRONX,8,2021-06-02
08X304,P.S. 304 EARLY CHILDHOOD SCHOOL,93.6,93.55,93.68,BRONX,8,2021-06-02
08X312,MILLENNIUM ART ACADEMY,85.75,85.75,,BRONX,8,2021-06-02
08X320,PELHAM LAB HIGH SCHOOL,79.84,76.33,100.0,BRONX,8,2021-06-02
08X333,THE LONGWOOD ACADEMY OF DISCOVERY,87.52,92.14,66.66,BRONX,8,2021-06-02
08X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE,94.32,93.0,97.67,BRONX,8,2021-06-02
08X348,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,74.5,73.85,78.43,BRONX,8,2021-06-02
08X349,BRONX RIVER HIGH SCHOOL,80.45,80.45,,BRONX,8,2021-06-02
08X367,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOG",66.08,66.6,62.12,BRONX,8,2021-06-02
08X371,URBAN INSTITUTE OF MATHEMATICS,96.8,96.95,96.46,BRONX,8,2021-06-02
08X375,THE BRONX MATHEMATICS PREPARATORY SCHOOL,86.38,82.19,100.0,BRONX,8,2021-06-02
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOA,87.87,87.87,,BRONX,8,2021-06-02
08X377,BRONX COMMUNITY HIGH SCHOOL,38.31,38.31,,BRONX,8,2021-06-02
08X392,BRONX DELTA SCHOOL,97.75,100.0,93.75,BRONX,8,2021-06-02
08X405,HERBERT H. LEHMAN HIGH SCHOOL,84.5,83.97,100.0,BRONX,8,2021-06-02
08X424,BRONX ACADEMY FOR MULTI MEDIA,84.53,80.3,95.0,BRONX,8,2021-06-02
08X432,BRONX BRIDGES HIGH SCHOOL,87.57,82.93,100.0,BRONX,8,2021-06-02
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,86.62,100.0,,BRONX,8,2021-06-02
08X452,GOTHAM COLLABORATIVE HIGH SCHOOL,46.43,46.43,,BRONX,8,2021-06-02
08X467,MOTT HALL COMMUNITY SCHOOL,94.79,95.06,92.85,BRONX,8,2021-06-02
08X530,LONGWOOD PREPARATORY ACADEMY,64.41,57.09,100.0,BRONX,8,2021-06-02
08X537,BRONX ARENA HIGH SCHOOL,42.06,35.18,47.22,BRONX,8,2021-06-02
08X558,WESTCHESTER SQUARE ACADEMY,81.42,81.07,100.0,BRONX,8,2021-06-02
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,79.33,79.33,,BRONX,8,2021-06-02
08X561,BRONX COMPASS HIGH SCHOOL,88.95,88.2,100.0,BRONX,8,2021-06-02
08X562,BLUEPRINT MIDDLE SCHOOL,96.02,94.82,99.32,BRONX,8,2021-06-02
08X583,P.S. 583,92.58,93.07,90.0,BRONX,8,2021-06-02
09X004,P.S. M.S. 004 CROTONA PARK WEST,87.26,86.51,90.1,BRONX,9,2021-06-02
09X011,P.S. 011 HIGHBRIDGE,85.43,85.97,84.44,BRONX,9,2021-06-02
09X022,J.H.S. 022 JORDAN L. MOTT,INC,,,BRONX,9,2021-06-02
09X028,P.S. 028 MOUNT HOPE,100,100.0,,BRONX,9,2021-06-02
09X035,P.S. 035 FRANZ SIEGEL,91.27,86.89,97.53,BRONX,9,2021-06-02
09X042,P.S. 042 CLAREMONT,90.37,83.62,97.09,BRONX,9,2021-06-02
09X053,P.S. 053 BASHEER QUISIM,97.26,97.12,97.67,BRONX,9,2021-06-02
09X055,P.S. 055 BENJAMIN FRANKLIN,92.36,91.94,93.42,BRONX,9,2021-06-02
09X058,P.S. 058,91.06,91.01,91.17,BRONX,9,2021-06-02
09X063,P.S. 063 AUTHOR S ACADEMY,91.41,91.96,90.3,BRONX,9,2021-06-02
09X070,P.S. 070 MAX SCHOENFELD,94.34,93.89,95.22,BRONX,9,2021-06-02
09X073,P.S. 073 BRONX,85.6,84.64,87.32,BRONX,9,2021-06-02
09X088,P.S. X088 S. SILVERSTEIN LITTLE SPARROW SCHOOL,93.75,88.67,100.0,BRONX,9,2021-06-02
09X109,P.S. 109 SEDGWICK,90.78,89.8,93.03,BRONX,9,2021-06-02
09X110,P.S. 110 THEODORE SCHOENFELD,91.73,93.48,87.25,BRONX,9,2021-06-02
09X114,P.S. X114 LUIS LLORENS TORRES SCHOOLS,88.64,86.93,91.51,BRONX,9,2021-06-02
09X117,I.S. 117 JOSEPH H. WADE,99.27,99.08,100.0,BRONX,9,2021-06-02
09X126,P.S. 126 DR MARJORIE H DUNBAR,92.5,95.92,,BRONX,9,2021-06-02
09X128,MOTT HALL III,95.38,94.4,100.0,BRONX,9,2021-06-02
09X132,P.S. 132 GARRET A. MORGAN,87.61,88.23,86.84,BRONX,9,2021-06-02
09X163,P.S. 163 ARTHUR A. SCHOMBURG,95.34,97.27,90.74,BRONX,9,2021-06-02
09X170,P.S. 170,93.48,91.24,97.43,BRONX,9,2021-06-02
09X199,P.S. 199X THE SHAKESPEARE SCHOOL,93.14,93.35,92.82,BRONX,9,2021-06-02
09X204,P.S. 204 MORRIS HEIGHTS,91.45,91.19,91.88,BRONX,9,2021-06-02
09X215,KAPPA,86.07,83.9,90.09,BRONX,9,2021-06-02
09X218,P.S. I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,91.25,90.65,94.11,BRONX,9,2021-06-02
09X219,I.S. 219 NEW VENTURE SCHOOL,92.57,89.43,95.74,BRONX,9,2021-06-02
09X227,BRONX COLLEGIATE ACADEMY,83.28,85.51,79.69,BRONX,9,2021-06-02
09X229,I.S. 229 ROLAND PATTERSON,97.08,100.0,88.46,BRONX,9,2021-06-02
09X231,EAGLE ACADEMY FOR YOUNG MEN,72.61,72.02,74.38,BRONX,9,2021-06-02
09X232,I.S. 232,93.47,95.21,,BRONX,9,2021-06-02
09X236,P.S. 236 LANGSTON HUGHES,94.24,95.17,93.23,BRONX,9,2021-06-02
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,84.29,89.03,68.57,BRONX,9,2021-06-02
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOA,83.85,84.56,78.72,BRONX,9,2021-06-02
09X252,MOTT HALL BRONX HIGH SCHOOL,70.5,67.74,100.0,BRONX,9,2021-06-02
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,85.28,85.28,,BRONX,9,2021-06-02
09X263,VALIDUS PREPARATORY ACADEMY,86.28,87.28,78.37,BRONX,9,2021-06-02
09X274,THE NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE,85.46,85.04,86.41,BRONX,9,2021-06-02
09X294,THE WALTON AVENUE SCHOOL,90.38,88.69,95.49,BRONX,9,2021-06-02
09X297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,75.32,71.35,100.0,BRONX,9,2021-06-02
09X303,I.S. X303 LEADERSHIP COMMUNITY SERVICE,92.61,94.33,85.0,BRONX,9,2021-06-02
09X311,LUCERO ELEMENTARY SCHOOL,98.72,98.72,98.72,BRONX,9,2021-06-02
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,91.17,91.62,89.83,BRONX,9,2021-06-02
09X323,BRONX WRITING ACADEMY,90.33,90.28,90.47,BRONX,9,2021-06-02
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING LEARNIN,INC,,,BRONX,9,2021-06-02
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,100,100.0,,BRONX,9,2021-06-02
09X328,NEW MILLENNIUM BRONX ACADEMY OF THE ARTS,89.24,88.49,91.11,BRONX,9,2021-06-02
09X329,DREAMYARD PREPARATORY SCHOOL,83.22,85.14,70.0,BRONX,9,2021-06-02
09X339,I.S. 339,95.62,94.63,97.39,BRONX,9,2021-06-02
09X350,NEW DIRECTIONS SECONDARY SCHOOL,63.55,57.74,72.34,BRONX,9,2021-06-02
09X361,THE HIGHBRIDGE GREEN SCHOOL,94.61,94.23,95.05,BRONX,9,2021-06-02
09X365,ACADEMY FOR LANGUAGE AND TECHNOLOGY,87.53,87.15,89.04,BRONX,9,2021-06-02
09X403,BRONX INTERNATIONAL HIGH SCHOOL,79.76,79.32,91.66,BRONX,9,2021-06-02
09X404,SCHOOL FOR EXCELLENCE,59.88,58.43,100.0,BRONX,9,2021-06-02
09X412,BRONX HIGH SCHOOL OF BUSINESS,83.16,80.7,90.66,BRONX,9,2021-06-02
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,94.54,95.94,87.8,BRONX,9,2021-06-02
09X443,THE FAMILY SCHOOL,92.21,92.08,92.38,BRONX,9,2021-06-02
09X449,GRANT AVENUE ELEMENTARY SCHOOL,91.64,90.62,95.4,BRONX,9,2021-06-02
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,92.03,92.6,91.03,BRONX,9,2021-06-02
09X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,91.1,90.9,91.34,BRONX,9,2021-06-02
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",87.85,86.8,94.84,BRONX,9,2021-06-02
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,74.49,76.44,50.0,BRONX,9,2021-06-02
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,90.86,89.34,100.0,BRONX,9,2021-06-02
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,84.31,79.35,100.0,BRONX,9,2021-06-02
09X555,MOUNT EDEN CHILDREN S ACADEMY,88.59,87.42,92.23,BRONX,9,2021-06-02
09X564,CLAREMONT INTERNATIONAL HS,85.62,80.92,90.68,BRONX,9,2021-06-02
09X568,YOUNG WOMEN S LEADERSHIP SCHOOL OF THE BRONX,74.22,72.24,97.67,BRONX,9,2021-06-02
09X582,GARDEN OF LEARNING AND DISCOVERY PRE K CENTER,INC,,,BRONX,9,2021-06-02
09X593,SOUTH BRONX INTERNATIONAL MIDDLE SCHOOL,96.4,98.48,94.52,BRONX,9,2021-06-02
09X594,M.S. 594,84.51,87.05,81.0,BRONX,9,2021-06-02
10X003,P.S. 3 RAUL JULIA MICRO SOCIETY,99.4,99.2,100.0,BRONX,10,2021-06-02
10X007,MILTON FEIN SCHOOL,92.37,94.96,89.42,BRONX,10,2021-06-02
10X008,P.S. 008 ISAAC VARIAN,89.06,89.18,88.72,BRONX,10,2021-06-02
10X009,P.S. 9 RYER AVENUE ELEMENTARY SCHOOL,89.9,92.35,84.34,BRONX,10,2021-06-02
10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,87.71,84.26,99.07,BRONX,10,2021-06-02
10X020,"PS MS 20 P.O.GEORGE J. WERDANN, III",INC,,,BRONX,10,2021-06-02
10X023,P.S. 023 THE NEW CHILDREN S SCHOOL,88.14,89.43,87.16,BRONX,10,2021-06-02
10X024,P.S. 024 SPUYTEN DUYVIL,96.64,95.38,97.56,BRONX,10,2021-06-02
10X032,P.S. 032 BELMONT,83.6,78.14,88.82,BRONX,10,2021-06-02
10X033,P.S. 033 TIMOTHY DWIGHT,91.45,90.09,94.85,BRONX,10,2021-06-02
10X037,P.S. X037 MULTIPLE INTELLIGENCE SCHOOL,87.37,87.73,86.3,BRONX,10,2021-06-02
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,85.94,83.73,90.39,BRONX,10,2021-06-02
10X046,P.S. 046 EDGAR ALLAN POE,95.47,95.44,95.52,BRONX,10,2021-06-02
10X051,THE BRONX STEM AND ARTS ACADEMY,93.58,90.97,100.0,BRONX,10,2021-06-02
10X054,P.S. I.S. 54,88.22,85.81,92.4,BRONX,10,2021-06-02
10X056,P.S. 056 NORWOOD HEIGHTS,95.13,95.32,94.68,BRONX,10,2021-06-02
10X059,P.S. 059 THE COMMUNITY SCHOOL OF TECHNOLOGY,86.84,83.68,91.37,BRONX,10,2021-06-02
10X077,BEDFORD PARK ELEMENTARY SCHOOL,91.2,90.71,91.81,BRONX,10,2021-06-02
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,88.63,87.15,96.03,BRONX,10,2021-06-02
10X081,P.S. 081 ROBERT J. CHRISTEN,INC,,,BRONX,10,2021-06-02
10X085,P.S. 085 GREAT EXPECTATIONS,89.48,87.04,92.24,BRONX,10,2021-06-02
10X086,P.S. 086 KINGSBRIDGE HEIGHTS,91.53,90.82,93.6,BRONX,10,2021-06-02
10X091,P.S. 091 BRONX,94.66,94.26,100.0,BRONX,10,2021-06-02
10X094,P.S. 094 KINGS COLLEGE SCHOOL,92.97,92.02,94.97,BRONX,10,2021-06-02
10X095,P.S. 095 SHEILA MENCHER,95.2,95.7,94.06,BRONX,10,2021-06-02
10X118,J.H.S. 118 WILLIAM W. NILES,92.94,92.94,,BRONX,10,2021-06-02
10X141,RIVERDALE KINGSBRIDGE ACADEMY MIDDLE SCHOOL H,91.83,91.54,92.85,BRONX,10,2021-06-02
10X159,P.S. 159 LUIS MUNOZ MARIN BILING,90.56,92.77,88.15,BRONX,10,2021-06-02
10X205,P.S. 205 FIORELLO LAGUARDIA,92.92,92.48,94.47,BRONX,10,2021-06-02
10X206,I.S. 206 ANN MERSEREAU,89.01,90.57,84.37,BRONX,10,2021-06-02
10X207,P.S. 207,93.01,91.79,95.17,BRONX,10,2021-06-02
10X209,P.S. 209,94.67,93.67,97.14,BRONX,10,2021-06-02
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,75,75.0,,BRONX,10,2021-06-02
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,79.58,79.36,83.33,BRONX,10,2021-06-02
10X226,P.S. 226,93.88,91.9,96.66,BRONX,10,2021-06-02
10X228,JONAS BRONCK ACADEMY,98.87,100.0,,BRONX,10,2021-06-02
10X237,"THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND",58.15,52.23,74.0,BRONX,10,2021-06-02
10X243,WEST BRONX ACADEMY FOR THE FUTURE,INC,,,BRONX,10,2021-06-02
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,93.32,94.98,90.4,BRONX,10,2021-06-02
10X246,P.S. 246 POE CENTER,93.15,92.81,93.56,BRONX,10,2021-06-02
10X254,I.S. 254,98.94,99.58,98.29,BRONX,10,2021-06-02
10X264,BRONX ACADEMY FOR SOFTWARE ENGINEERING BASE,INC,,,BRONX,10,2021-06-02
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,69.31,66.66,74.78,BRONX,10,2021-06-02
10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",97.72,97.05,99.25,BRONX,10,2021-06-02
10X280,P.S. M.S. 280 MOSHOLU PARKWAY,88.18,86.09,97.16,BRONX,10,2021-06-02
10X284,BRONX SCHOOL OF LAW AND FINANCE,80.34,79.32,95.45,BRONX,10,2021-06-02
10X291,P.S. 291,INC,,,BRONX,10,2021-06-02
10X306,P.S. 306,88.02,84.68,93.65,BRONX,10,2021-06-02
10X307,LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOV,95.01,96.36,93.1,BRONX,10,2021-06-02
10X308,BRONX DANCE ACADEMY SCHOOL,90.22,91.89,81.81,BRONX,10,2021-06-02
10X310,P.S. 310 MARBLE HILL,93.81,93.67,94.03,BRONX,10,2021-06-02
10X315,P.S. 315 LAB SCHOOL,93.75,94.26,92.53,BRONX,10,2021-06-02
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,48.34,49.65,25.0,BRONX,10,2021-06-02
10X331,THE BRONX SCHOOL OF YOUNG LEADERS,93.01,92.43,94.11,BRONX,10,2021-06-02
10X340,P.S. 340,90.78,90.2,93.97,BRONX,10,2021-06-02
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,90.42,87.99,100.0,BRONX,10,2021-06-02
10X344,AMPARK NEIGHBORHOOD,100,100.0,,BRONX,10,2021-06-02
10X351,BRONX COLLABORATIVE HIGH SCHOOL,48.55,66.66,30.43,BRONX,10,2021-06-02
