DBN,School Name,Year,Total Enrollment,Grade 3K+PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multi-Racial,% Multi-Racial,# Native American,% Native American,# White,% White,# Missing Race/Ethnicity Data,% Missing Race/Ethnicity Data,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
11X019,P.S. 019 Judith K. Weiss,2016-17,517,0,50,57,64,58,64,58,62,48,56,0,0,0,0,255,49.3%,262,50.7%,21,4.1%,40,7.7%,136,26.3%,5,1.0%,4,0.8%,310,60.0%,1,0.2%,88,17.0%,43,8.3%,295,57.1%,30.5%
11X019,P.S. 019 Judith K. Weiss,2017-18,511,0,50,53,61,64,60,61,58,58,46,0,0,0,0,244,47.7%,267,52.3%,15,2.9%,35,6.8%,143,28.0%,5,1.0%,5,1.0%,307,60.1%,1,0.2%,85,16.6%,48,9.4%,309,60.5%,44.6%
11X019,P.S. 019 Judith K. Weiss,2018-19,520,0,50,62,48,60,63,62,56,63,56,0,0,0,0,244,46.9%,276,53.1%,17,3.3%,32,6.2%,139,26.7%,8,1.5%,5,1.0%,318,61.2%,1,0.2%,87,16.7%,49,9.4%,278,53.5%,41.3%
11X019,P.S. 019 Judith K. Weiss,2019-20,525,0,48,53,62,49,64,61,67,60,61,0,0,0,0,252,48.0%,273,52.0%,15,2.9%,33,6.3%,149,28.4%,12,2.3%,5,1.0%,311,59.2%,0,0.0%,85,16.2%,40,7.6%,264,50.3%,45.7%
11X019,P.S. 019 Judith K. Weiss,2020-21,536,18,47,42,55,61,56,62,66,67,62,0,0,0,0,256,47.8%,280,52.2%,19,3.5%,37,6.9%,148,27.6%,16,3.0%,5,0.9%,310,57.8%,1,0.2%,81,15.1%,43,8.0%,248,46.3%,42.4%
11X021,P.S. 021 Philip H. Sheridan,2016-17,681,0,92,107,137,125,112,108,0,0,0,0,0,0,0,316,46.4%,365,53.6%,9,1.3%,452,66.4%,187,27.5%,13,1.9%,12,1.8%,8,1.2%,0,0.0%,134,19.7%,61,9.0%,577,84.7%,79.8%
11X021,P.S. 021 Philip H. Sheridan,2017-18,707,0,105,109,110,130,142,111,0,0,0,0,0,0,0,308,43.6%,399,56.4%,17,2.4%,458,64.8%,196,27.7%,13,1.8%,11,1.6%,11,1.6%,1,0.1%,146,20.7%,71,10.0%,648,91.7%,88.2%
11X021,P.S. 021 Philip H. Sheridan,2018-19,647,0,89,102,110,89,129,128,0,0,0,0,0,0,0,288,44.5%,359,55.5%,21,3.2%,400,61.8%,194,30.0%,11,1.7%,11,1.7%,10,1.5%,0,0.0%,144,22.3%,69,10.7%,596,92.1%,88.3%
11X021,P.S. 021 Philip H. Sheridan,2019-20,600,0,95,102,76,110,95,122,0,0,0,0,0,0,0,264,44.0%,336,56.0%,21,3.5%,345,57.5%,203,33.8%,11,1.8%,10,1.7%,9,1.5%,1,0.2%,143,23.8%,57,9.5%,551,91.8%,90.2%
11X021,P.S. 021 Philip H. Sheridan,2020-21,546,0,70,89,109,71,116,91,0,0,0,0,0,0,0,256,46.9%,290,53.1%,21,3.8%,304,55.7%,187,34.2%,10,1.8%,11,2.0%,13,2.4%,0,0.0%,117,21.4%,51,9.3%,492,90.1%,88.4%
11X041,P.S. 041 Gun Hill Road,2016-17,935,0,130,140,143,182,181,159,0,0,0,0,0,0,0,470,50.3%,465,49.7%,14,1.5%,498,53.3%,397,42.5%,1,0.1%,8,0.9%,17,1.8%,0,0.0%,167,17.9%,95,10.2%,Above 95%,Above 95%,84.2%
11X041,P.S. 041 Gun Hill Road,2017-18,920,0,128,143,156,145,174,174,0,0,0,0,0,0,0,462,50.2%,458,49.8%,21,2.3%,454,49.3%,421,45.8%,1,0.1%,4,0.4%,19,2.1%,0,0.0%,178,19.3%,109,11.8%,Above 95%,Above 95%,91.1%
11X041,P.S. 041 Gun Hill Road,2018-19,862,0,115,138,143,150,151,165,0,0,0,0,0,0,0,426,49.4%,436,50.6%,18,2.1%,426,49.4%,390,45.2%,0,0.0%,4,0.5%,24,2.8%,0,0.0%,169,19.6%,100,11.6%,Above 95%,Above 95%,90.7%
11X041,P.S. 041 Gun Hill Road,2019-20,816,0,128,115,140,142,140,151,0,0,0,0,0,0,0,397,48.7%,419,51.3%,19,2.3%,391,47.9%,376,46.1%,3,0.4%,4,0.5%,23,2.8%,0,0.0%,164,20.1%,95,11.6%,761,93.3%,91.4%
11X041,P.S. 041 Gun Hill Road,2020-21,723,0,98,114,106,133,136,136,0,0,0,0,0,0,0,332,45.9%,391,54.1%,21,2.9%,331,45.8%,341,47.2%,5,0.7%,8,1.1%,17,2.4%,0,0.0%,162,22.4%,68,9.4%,Above 95%,Above 95%,91.5%
11X068,P.S. 068 Bronx,2016-17,710,16,86,116,115,125,121,131,0,0,0,0,0,0,0,349,49.2%,361,50.8%,9,1.3%,542,76.3%,140,19.7%,3,0.4%,9,1.3%,7,1.0%,0,0.0%,169,23.8%,14,2.0%,381,53.7%,58.7%
11X068,P.S. 068 Bronx,2017-18,681,17,90,104,113,113,125,119,0,0,0,0,0,0,0,327,48.0%,354,52.0%,10,1.5%,521,76.5%,134,19.7%,4,0.6%,6,0.9%,6,0.9%,0,0.0%,172,25.3%,5,0.7%,483,70.9%,74.2%
11X068,P.S. 068 Bronx,2018-19,643,18,89,93,94,113,115,121,0,0,0,0,0,0,0,304,47.3%,339,52.7%,9,1.4%,483,75.1%,131,20.4%,6,0.9%,5,0.8%,9,1.4%,0,0.0%,166,25.8%,10,1.6%,448,69.7%,73.1%
11X068,P.S. 068 Bronx,2019-20,576,18,74,88,90,90,115,101,0,0,0,0,0,0,0,279,48.4%,297,51.6%,7,1.2%,434,75.3%,113,19.6%,8,1.4%,4,0.7%,10,1.7%,0,0.0%,152,26.4%,11,1.9%,425,73.8%,75.8%
11X068,P.S. 068 Bronx,2020-21,520,18,59,73,79,87,92,112,0,0,0,0,0,0,0,253,48.7%,267,51.3%,7,1.3%,392,75.4%,97,18.7%,9,1.7%,6,1.2%,9,1.7%,0,0.0%,133,25.6%,8,1.5%,367,70.6%,72.7%
11X076,P.S. 076 The Bennington School,2016-17,979,0,133,164,165,177,163,177,0,0,0,0,0,0,0,462,47.2%,517,52.8%,31,3.2%,445,45.5%,415,42.4%,7,0.7%,5,0.5%,76,7.8%,0,0.0%,171,17.5%,130,13.3%,613,62.6%,67.9%
11X076,P.S. 076 The Bennington School,2017-18,956,0,135,157,157,170,168,169,0,0,0,0,0,0,0,450,47.1%,506,52.9%,39,4.1%,433,45.3%,405,42.4%,8,0.8%,6,0.6%,64,6.7%,1,0.1%,162,16.9%,138,14.4%,754,78.9%,83.5%
11X076,P.S. 076 The Bennington School,2018-19,893,0,118,142,152,151,161,169,0,0,0,0,0,0,0,422,47.3%,471,52.7%,47,5.3%,387,43.3%,390,43.7%,6,0.7%,4,0.4%,58,6.5%,1,0.1%,169,18.9%,143,16.0%,701,78.5%,83.6%
11X076,P.S. 076 The Bennington School,2019-20,839,0,125,134,137,140,149,154,0,0,0,0,0,0,0,413,49.2%,426,50.8%,50,6.0%,342,40.8%,382,45.5%,7,0.8%,2,0.2%,55,6.6%,1,0.1%,172,20.5%,123,14.7%,684,81.5%,85.4%
11X076,P.S. 076 The Bennington School,2020-21,796,0,124,128,135,137,131,141,0,0,0,0,0,0,0,383,48.1%,413,51.9%,46,5.8%,294,36.9%,395,49.6%,9,1.1%,3,0.4%,48,6.0%,1,0.1%,158,19.8%,131,16.5%,647,81.3%,84.2%
11X078,P.S. 078 Anne Hutchinson,2016-17,823,36,140,120,139,128,130,130,0,0,0,0,0,0,0,386,46.9%,437,53.1%,12,1.5%,579,70.4%,194,23.6%,2,0.2%,9,1.1%,27,3.3%,0,0.0%,146,17.7%,47,5.7%,710,86.3%,69.3%
11X078,P.S. 078 Anne Hutchinson,2017-18,824,36,130,129,116,148,134,131,0,0,0,0,0,0,0,394,47.8%,430,52.2%,13,1.6%,593,72.0%,191,23.2%,1,0.1%,4,0.5%,22,2.7%,0,0.0%,138,16.7%,50,6.1%,698,84.7%,82.6%
11X078,P.S. 078 Anne Hutchinson,2018-19,817,35,117,131,127,129,149,129,0,0,0,0,0,0,0,390,47.7%,427,52.3%,12,1.5%,580,71.0%,197,24.1%,1,0.1%,7,0.9%,20,2.4%,0,0.0%,152,18.6%,51,6.2%,680,83.2%,83.9%
11X078,P.S. 078 Anne Hutchinson,2019-20,756,36,111,103,120,119,122,145,0,0,0,0,0,0,0,365,48.3%,391,51.7%,9,1.2%,527,69.7%,192,25.4%,2,0.3%,7,0.9%,19,2.5%,0,0.0%,132,17.5%,51,6.7%,655,86.6%,85.4%
11X078,P.S. 078 Anne Hutchinson,2020-21,696,27,99,106,101,116,121,126,0,0,0,0,0,0,0,341,49.0%,355,51.0%,8,1.1%,485,69.7%,179,25.7%,4,0.6%,7,1.0%,13,1.9%,0,0.0%,121,17.4%,46,6.6%,603,86.6%,85.2%
11X083,P.S. 083 Donald Hertz,2016-17,1750,0,125,163,197,200,198,184,221,236,226,0,0,0,0,858,49.0%,892,51.0%,157,9.0%,131,7.5%,857,49.0%,5,0.3%,8,0.5%,591,33.8%,1,0.1%,337,19.3%,258,14.7%,833,47.6%,55.9%
11X083,P.S. 083 Donald Hertz,2017-18,1698,0,136,139,174,192,197,193,218,220,229,0,0,0,0,826,48.6%,872,51.4%,153,9.0%,114,6.7%,818,48.2%,9,0.5%,10,0.6%,594,35.0%,0,0.0%,341,20.1%,297,17.5%,"1,116",65.7%,71.8%
11X083,P.S. 083 Donald Hertz,2018-19,1648,0,132,146,152,160,198,202,221,220,217,0,0,0,0,789,47.9%,859,52.1%,162,9.8%,115,7.0%,792,48.1%,10,0.6%,12,0.7%,557,33.8%,0,0.0%,335,20.3%,286,17.4%,"1,095",66.4%,72.8%
11X083,P.S. 083 Donald Hertz,2019-20,1623,0,129,149,151,151,167,194,239,214,229,0,0,0,0,798,49.2%,825,50.8%,167,10.3%,95,5.9%,760,46.8%,12,0.7%,16,1.0%,573,35.3%,0,0.0%,320,19.7%,291,17.9%,"1,141",70.3%,75.5%
11X083,P.S. 083 Donald Hertz,2020-21,1587,0,126,129,156,156,158,168,241,234,219,0,0,0,0,775,48.8%,812,51.2%,178,11.2%,86,5.4%,737,46.4%,12,0.8%,17,1.1%,557,35.1%,0,0.0%,307,19.3%,294,18.5%,"1,128",71.1%,75.8%
11X087,P.S. 087 Bronx,2016-17,601,0,70,95,97,115,103,121,0,0,0,0,0,0,0,270,44.9%,331,55.1%,35,5.8%,431,71.7%,94,15.6%,12,2.0%,23,3.8%,6,1.0%,0,0.0%,129,21.5%,12,2.0%,527,87.7%,63.2%
11X087,P.S. 087 Bronx,2017-18,594,0,83,88,102,104,116,101,0,0,0,0,0,0,0,271,45.6%,323,54.4%,35,5.9%,415,69.9%,101,17.0%,16,2.7%,19,3.2%,8,1.3%,0,0.0%,131,22.1%,16,2.7%,506,85.2%,73.9%
11X087,P.S. 087 Bronx,2018-19,588,0,84,94,88,101,101,120,0,0,0,0,0,0,0,276,46.9%,312,53.1%,29,4.9%,406,69.0%,108,18.4%,15,2.6%,18,3.1%,12,2.0%,0,0.0%,125,21.3%,26,4.4%,444,75.5%,71.8%
11X087,P.S. 087 Bronx,2019-20,513,0,54,100,76,78,103,102,0,0,0,0,0,0,0,250,48.7%,263,51.3%,22,4.3%,329,64.1%,120,23.4%,14,2.7%,14,2.7%,14,2.7%,0,0.0%,109,21.2%,32,6.2%,429,83.6%,74.8%
11X087,P.S. 087 Bronx,2020-21,445,0,53,52,89,72,75,104,0,0,0,0,0,0,0,229,51.5%,216,48.5%,18,4.0%,284,63.8%,102,22.9%,14,3.1%,14,3.1%,13,2.9%,0,0.0%,80,18.0%,27,6.1%,347,78.0%,75.7%
11X089,P.S. 089 Bronx,2016-17,1510,53,134,178,159,177,156,144,164,159,186,0,0,0,0,740,49.0%,770,51.0%,130,8.6%,295,19.5%,821,54.4%,3,0.2%,13,0.9%,248,16.4%,0,0.0%,264,17.5%,317,21.0%,912,60.4%,66.8%
11X089,P.S. 089 Bronx,2017-18,1548,54,142,143,179,164,179,170,185,174,158,0,0,0,0,780,50.4%,768,49.6%,142,9.2%,292,18.9%,844,54.5%,6,0.4%,17,1.1%,246,15.9%,1,0.1%,275,17.8%,323,20.9%,"1,223",79.0%,84.5%
11X089,P.S. 089 Bronx,2018-19,1550,50,158,153,140,172,154,174,200,184,165,0,0,0,0,774,49.9%,776,50.1%,156,10.1%,308,19.9%,835,53.9%,9,0.6%,11,0.7%,231,14.9%,0,0.0%,268,17.3%,309,19.9%,"1,229",79.3%,84.2%
11X089,P.S. 089 Bronx,2019-20,1505,54,122,159,153,138,171,149,193,194,172,0,0,0,0,769,51.1%,736,48.9%,157,10.4%,296,19.7%,796,52.9%,8,0.5%,11,0.7%,237,15.7%,0,0.0%,244,16.2%,285,18.9%,"1,216",80.8%,85.9%
11X089,P.S. 089 Bronx,2020-21,1409,47,97,111,147,149,132,171,171,191,193,0,0,0,0,712,50.5%,697,49.5%,159,11.3%,256,18.2%,776,55.1%,14,1.0%,9,0.6%,195,13.8%,0,0.0%,238,16.9%,263,18.7%,"1,090",77.4%,82.9%
11X096,P.S. 096 Richard Rodgers,2016-17,955,0,150,156,146,171,162,170,0,0,0,0,0,0,0,470,49.2%,485,50.8%,38,4.0%,231,24.2%,592,62.0%,3,0.3%,7,0.7%,84,8.8%,0,0.0%,201,21.0%,89,9.3%,663,69.4%,75.5%
11X096,P.S. 096 Richard Rodgers,2017-18,952,0,141,161,159,154,175,162,0,0,0,0,0,0,0,481,50.5%,471,49.5%,34,3.6%,198,20.8%,613,64.4%,5,0.5%,7,0.7%,95,10.0%,0,0.0%,202,21.2%,93,9.8%,787,82.7%,86.7%
11X096,P.S. 096 Richard Rodgers,2018-19,897,0,145,150,153,146,136,167,0,0,0,0,0,0,0,434,48.4%,463,51.6%,35,3.9%,174,19.4%,580,64.7%,7,0.8%,5,0.6%,96,10.7%,0,0.0%,194,21.6%,72,8.0%,717,79.9%,84.1%
11X096,P.S. 096 Richard Rodgers,2019-20,848,0,139,152,142,149,140,126,0,0,0,0,0,0,0,411,48.5%,437,51.5%,26,3.1%,159,18.8%,552,65.1%,7,0.8%,7,0.8%,97,11.4%,0,0.0%,171,20.2%,64,7.5%,692,81.6%,85.6%
11X096,P.S. 096 Richard Rodgers,2020-21,861,18,143,134,144,145,142,135,0,0,0,0,0,0,0,429,49.8%,432,50.2%,24,2.8%,164,19.0%,556,64.6%,11,1.3%,6,0.7%,98,11.4%,2,0.2%,175,20.3%,79,9.2%,673,78.2%,82.1%
11X097,P.S. 097 Bronx,2016-17,741,36,110,115,115,120,128,117,0,0,0,0,0,0,0,372,50.2%,369,49.8%,131,17.7%,202,27.3%,271,36.6%,2,0.3%,17,2.3%,118,15.9%,0,0.0%,151,20.4%,59,8.0%,568,76.7%,46.3%
11X097,P.S. 097 Bronx,2017-18,659,0,87,108,112,107,115,130,0,0,0,0,0,0,0,336,51.0%,323,49.0%,117,17.8%,178,27.0%,244,37.0%,2,0.3%,12,1.8%,106,16.1%,0,0.0%,141,21.4%,59,9.0%,530,80.4%,65.8%
11X097,P.S. 097 Bronx,2018-19,607,18,91,91,94,103,104,106,0,0,0,0,0,0,0,292,48.1%,315,51.9%,107,17.6%,177,29.2%,228,37.6%,2,0.3%,8,1.3%,85,14.0%,0,0.0%,133,21.9%,49,8.1%,475,78.3%,67.1%
11X097,P.S. 097 Bronx,2019-20,596,18,93,96,97,84,103,105,0,0,0,0,0,0,0,304,51.0%,292,49.0%,108,18.1%,164,27.5%,228,38.3%,2,0.3%,11,1.8%,83,13.9%,0,0.0%,140,23.5%,45,7.6%,478,80.2%,68.6%
11X097,P.S. 097 Bronx,2020-21,503,18,66,79,90,85,74,91,0,0,0,0,0,0,0,254,50.5%,249,49.5%,102,20.3%,126,25.0%,206,41.0%,3,0.6%,8,1.6%,58,11.5%,0,0.0%,112,22.3%,32,6.4%,386,76.7%,67.9%
11X103,P.S. 103 Hector Fontanez,2016-17,1194,0,175,200,217,199,225,178,0,0,0,0,0,0,0,593,49.7%,601,50.3%,26,2.2%,637,53.4%,466,39.0%,5,0.4%,34,2.8%,25,2.1%,1,0.1%,254,21.3%,197,16.5%,"1,033",86.5%,79.2%
11X103,P.S. 103 Hector Fontanez,2017-18,1129,0,163,170,191,212,174,219,0,0,0,0,0,0,0,549,48.6%,580,51.4%,26,2.3%,557,49.3%,483,42.8%,4,0.4%,31,2.7%,26,2.3%,2,0.2%,253,22.4%,200,17.7%,"1,014",89.8%,88.4%
11X103,P.S. 103 Hector Fontanez,2018-19,1019,0,147,164,150,193,200,165,0,0,0,0,0,0,0,485,47.6%,534,52.4%,28,2.7%,473,46.4%,451,44.3%,4,0.4%,29,2.8%,33,3.2%,1,0.1%,260,25.5%,183,18.0%,910,89.3%,88.7%
11X103,P.S. 103 Hector Fontanez,2019-20,948,18,116,154,146,136,189,189,0,0,0,0,0,0,0,446,47.0%,502,53.0%,27,2.8%,412,43.5%,452,47.7%,2,0.2%,27,2.8%,28,3.0%,0,0.0%,240,25.3%,155,16.4%,874,92.2%,90.3%
11X103,P.S. 103 Hector Fontanez,2020-21,841,18,109,111,144,141,137,181,0,0,0,0,0,0,0,403,47.9%,438,52.1%,22,2.6%,344,40.9%,422,50.2%,3,0.4%,18,2.1%,32,3.8%,0,0.0%,229,27.2%,129,15.3%,760,90.4%,89.5%
11X105,P.S. 105 Sen Abraham Bernstein,2016-17,1217,0,174,196,192,204,250,201,0,0,0,0,0,0,0,569,46.8%,648,53.2%,100,8.2%,146,12.0%,775,63.7%,11,0.9%,9,0.7%,176,14.5%,0,0.0%,262,21.5%,302,24.8%,"1,116",91.7%,75.9%
11X105,P.S. 105 Sen Abraham Bernstein,2017-18,1101,0,147,164,176,179,179,256,0,0,0,0,0,0,0,537,48.8%,564,51.2%,89,8.1%,125,11.4%,690,62.7%,10,0.9%,12,1.1%,175,15.9%,0,0.0%,218,19.8%,290,26.3%,"1,012",91.9%,87.6%
11X105,P.S. 105 Sen Abraham Bernstein,2018-19,1028,53,181,166,128,153,177,170,0,0,0,0,0,0,0,505,49.1%,523,50.9%,101,9.8%,107,10.4%,652,63.4%,5,0.5%,13,1.3%,150,14.6%,0,0.0%,205,19.9%,272,26.5%,947,92.1%,87.1%
11X105,P.S. 105 Sen Abraham Bernstein,2019-20,972,54,149,162,143,133,159,172,0,0,0,0,0,0,0,464,47.7%,508,52.3%,108,11.1%,91,9.4%,628,64.6%,3,0.3%,9,0.9%,133,13.7%,0,0.0%,199,20.5%,256,26.3%,885,91.0%,89.0%
11X105,P.S. 105 Sen Abraham Bernstein,2020-21,893,50,113,151,146,144,132,157,0,0,0,0,0,0,0,414,46.4%,479,53.6%,102,11.4%,79,8.8%,565,63.3%,2,0.2%,10,1.1%,135,15.1%,0,0.0%,160,17.9%,238,26.7%,811,90.8%,88.9%
11X106,P.S. 106 Parkchester,2016-17,1109,53,149,177,200,167,170,193,0,0,0,0,0,0,0,524,47.2%,585,52.8%,366,33.0%,298,26.9%,386,34.8%,8,0.7%,13,1.2%,37,3.3%,1,0.1%,186,16.8%,177,16.0%,684,61.7%,64.3%
11X106,P.S. 106 Parkchester,2017-18,1100,52,178,177,163,198,165,167,0,0,0,0,0,0,0,521,47.4%,579,52.6%,379,34.5%,291,26.5%,376,34.2%,4,0.4%,13,1.2%,37,3.4%,0,0.0%,207,18.8%,166,15.1%,841,76.5%,79.5%
11X106,P.S. 106 Parkchester,2018-19,1106,53,171,180,164,174,203,161,0,0,0,0,0,0,0,518,46.8%,588,53.2%,408,36.9%,267,24.1%,369,33.4%,5,0.5%,18,1.6%,39,3.5%,0,0.0%,241,21.8%,184,16.6%,861,77.8%,79.4%
11X106,P.S. 106 Parkchester,2019-20,1067,54,171,165,161,151,168,197,0,0,0,0,0,0,0,485,45.5%,582,54.5%,424,39.7%,248,23.2%,345,32.3%,5,0.5%,15,1.4%,28,2.6%,2,0.2%,252,23.6%,154,14.4%,837,78.4%,80.9%
11X106,P.S. 106 Parkchester,2020-21,963,46,137,169,153,155,153,150,0,0,0,0,0,0,0,468,48.6%,495,51.4%,395,41.0%,214,22.2%,306,31.8%,7,0.7%,13,1.3%,26,2.7%,2,0.2%,225,23.4%,133,13.8%,742,77.1%,82.3%
11X108,P.S. 108 Philip J. Abinanti,2016-17,596,18,102,95,89,104,108,80,0,0,0,0,0,0,0,282,47.3%,314,52.7%,66,11.1%,37,6.2%,253,42.4%,10,1.7%,3,0.5%,227,38.1%,0,0.0%,92,15.4%,73,12.2%,478,80.2%,45.8%
11X108,P.S. 108 Philip J. Abinanti,2017-18,614,17,92,109,102,89,97,108,0,0,0,0,0,0,0,275,44.8%,339,55.2%,66,10.7%,36,5.9%,260,42.3%,8,1.3%,4,0.7%,240,39.1%,0,0.0%,98,16.0%,73,11.9%,480,78.2%,61.4%
11X108,P.S. 108 Philip J. Abinanti,2018-19,588,18,99,91,107,97,89,87,0,0,0,0,0,0,0,276,46.9%,312,53.1%,78,13.3%,27,4.6%,242,41.2%,7,1.2%,4,0.7%,230,39.1%,0,0.0%,97,16.5%,77,13.1%,457,77.7%,59.4%
11X108,P.S. 108 Philip J. Abinanti,2019-20,570,18,91,103,83,107,87,81,0,0,0,0,0,0,0,270,47.4%,300,52.6%,74,13.0%,26,4.6%,241,42.3%,7,1.2%,4,0.7%,217,38.1%,1,0.2%,90,15.8%,61,10.7%,472,82.8%,62.7%
11X108,P.S. 108 Philip J. Abinanti,2020-21,542,18,95,86,92,75,94,82,0,0,0,0,0,0,0,266,49.1%,276,50.9%,79,14.6%,29,5.4%,222,41.0%,6,1.1%,3,0.6%,202,37.3%,1,0.2%,91,16.8%,49,9.0%,492,90.8%,57.8%
11X111,P.S. 111 Seton Falls,2016-17,670,44,90,124,115,91,101,105,0,0,0,0,0,0,0,335,50.0%,335,50.0%,6,0.9%,394,58.8%,253,37.8%,3,0.4%,7,1.0%,7,1.0%,0,0.0%,200,29.9%,45,6.7%,627,93.6%,74.9%
11X111,P.S. 111 Seton Falls,2017-18,677,49,97,113,113,108,90,107,0,0,0,0,0,0,0,348,51.4%,329,48.6%,9,1.3%,411,60.7%,243,35.9%,2,0.3%,4,0.6%,8,1.2%,0,0.0%,197,29.1%,43,6.4%,627,92.6%,87.0%
11X111,P.S. 111 Seton Falls,2018-19,644,41,100,110,99,97,109,88,0,0,0,0,0,0,0,326,50.6%,318,49.4%,9,1.4%,387,60.1%,230,35.7%,5,0.8%,2,0.3%,11,1.7%,0,0.0%,184,28.6%,36,5.6%,580,90.1%,86.7%
11X111,P.S. 111 Seton Falls,2019-20,603,40,70,103,88,94,102,106,0,0,0,0,0,0,0,300,49.8%,303,50.2%,7,1.2%,372,61.7%,206,34.2%,6,1.0%,2,0.3%,10,1.7%,0,0.0%,155,25.7%,23,3.8%,549,91.0%,90.6%
11X111,P.S. 111 Seton Falls,2020-21,500,27,56,75,89,76,87,90,0,0,0,0,0,0,0,249,49.8%,251,50.2%,4,0.8%,294,58.8%,187,37.4%,4,0.8%,2,0.4%,9,1.8%,0,0.0%,122,24.4%,24,4.8%,463,92.6%,89.7%
11X112,P.S. 112 Bronxwood,2016-17,390,41,57,59,63,58,53,59,0,0,0,0,0,0,0,197,50.5%,193,49.5%,2,0.5%,196,50.3%,183,46.9%,0,0.0%,0,0.0%,9,2.3%,0,0.0%,83,21.3%,19,4.9%,Above 95%,Above 95%,91.5%
11X112,P.S. 112 Bronxwood,2017-18,432,51,76,55,63,61,64,62,0,0,0,0,0,0,0,209,48.4%,223,51.6%,2,0.5%,210,48.6%,209,48.4%,0,0.0%,0,0.0%,11,2.5%,0,0.0%,103,23.8%,20,4.6%,Above 95%,Above 95%,92.4%
11X112,P.S. 112 Bronxwood,2018-19,414,40,75,72,46,58,57,66,0,0,0,0,0,0,0,195,47.1%,219,52.9%,0,0.0%,215,51.9%,190,45.9%,0,0.0%,0,0.0%,9,2.2%,0,0.0%,100,24.2%,21,5.1%,391,94.4%,92.2%
11X112,P.S. 112 Bronxwood,2019-20,399,37,59,77,70,44,54,58,0,0,0,0,0,0,0,177,44.4%,222,55.6%,0,0.0%,186,46.6%,206,51.6%,0,0.0%,2,0.5%,5,1.3%,0,0.0%,107,26.8%,31,7.8%,Above 95%,Above 95%,92.6%
11X112,P.S. 112 Bronxwood,2020-21,368,24,58,59,67,67,41,52,0,0,0,0,0,0,0,170,46.2%,198,53.8%,2,0.5%,177,48.1%,182,49.5%,0,0.0%,2,0.5%,5,1.4%,0,0.0%,98,26.6%,21,5.7%,Above 95%,Above 95%,91.4%
11X121,P.S. 121 Throop,2016-17,945,36,125,130,174,157,167,156,0,0,0,0,0,0,0,478,50.6%,467,49.4%,72,7.6%,553,58.5%,262,27.7%,2,0.2%,7,0.7%,49,5.2%,0,0.0%,166,17.6%,59,6.2%,521,55.1%,63.7%
11X121,P.S. 121 Throop,2017-18,917,36,124,131,136,160,161,169,0,0,0,0,0,0,0,451,49.2%,466,50.8%,67,7.3%,513,55.9%,275,30.0%,3,0.3%,6,0.7%,53,5.8%,0,0.0%,172,18.8%,57,6.2%,637,69.5%,75.3%
11X121,P.S. 121 Throop,2018-19,843,36,100,127,136,132,157,155,0,0,0,0,0,0,0,398,47.2%,445,52.8%,74,8.8%,454,53.9%,261,31.0%,1,0.1%,7,0.8%,46,5.5%,0,0.0%,161,19.1%,39,4.6%,606,71.9%,75.3%
11X121,P.S. 121 Throop,2019-20,782,36,94,107,121,135,132,157,0,0,0,0,0,0,0,356,45.5%,426,54.5%,71,9.1%,385,49.2%,270,34.5%,3,0.4%,6,0.8%,47,6.0%,0,0.0%,142,18.2%,36,4.6%,554,70.8%,75.6%
11X121,P.S. 121 Throop,2020-21,699,36,87,93,107,119,128,129,0,0,0,0,0,0,0,315,45.1%,384,54.9%,65,9.3%,329,47.1%,257,36.8%,3,0.4%,5,0.7%,40,5.7%,0,0.0%,130,18.6%,36,5.2%,494,70.7%,74.5%
11X127,J.H.S. 127 The Castle Hill,2016-17,776,0,0,0,0,0,0,0,274,268,234,0,0,0,0,371,47.8%,405,52.2%,242,31.2%,183,23.6%,305,39.3%,1,0.1%,8,1.0%,37,4.8%,0,0.0%,127,16.4%,131,16.9%,502,64.7%,68.1%
11X127,J.H.S. 127 The Castle Hill,2017-18,806,0,0,0,0,0,0,0,234,289,283,0,0,0,0,405,50.2%,401,49.8%,255,31.6%,176,21.8%,339,42.1%,3,0.4%,11,1.4%,22,2.7%,0,0.0%,146,18.1%,137,17.0%,639,79.3%,80.1%
11X127,J.H.S. 127 The Castle Hill,2018-19,850,0,0,0,0,0,0,0,307,241,302,0,0,0,0,417,49.1%,433,50.9%,270,31.8%,188,22.1%,346,40.7%,4,0.5%,19,2.2%,22,2.6%,1,0.1%,166,19.5%,112,13.2%,638,75.1%,77.7%
11X127,J.H.S. 127 The Castle Hill,2019-20,814,0,0,0,0,0,0,0,245,314,255,0,0,0,0,395,48.5%,419,51.5%,258,31.7%,170,20.9%,345,42.4%,4,0.5%,15,1.8%,22,2.7%,0,0.0%,164,20.1%,118,14.5%,645,79.2%,81.9%
11X127,J.H.S. 127 The Castle Hill,2020-21,873,0,0,0,0,0,0,0,302,246,325,0,0,0,0,413,47.3%,460,52.7%,286,32.8%,188,21.5%,349,40.0%,3,0.3%,15,1.7%,32,3.7%,0,0.0%,169,19.4%,151,17.3%,680,77.9%,81.3%
