,School Campus,Intervention Type,Incident Location,Greater Than 21,Scanning Type,Scanning Incident,School Related,School Hours,Enforcment By,Restraints,Force,Type Of Force,Top Charge,SummonsCharge,Classification
688,FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
689,FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
690,FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
691,FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
692,FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,,,
693,FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
694,FRANCIS LEWIS HS(QN) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
695,FRANCIS LEWIS HS(QN) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,,,M
696,FRANCIS LEWIS HS(QN) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,V
697,FRANCIS LEWIS HS(QN) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,V
698,FRANCIS LEWIS HS(QN) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
699,Frank McCourt HS(MN),Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
700,Frank McCourt HS(MN),Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
701,FRANKLIN DELANO ROOSEVELT HS(BS) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
702,FRANKLIN DELANO ROOSEVELT HS(BS) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,SSA,Metal,Y,Physical Force,,,
703,FRANKLIN DELANO ROOSEVELT HS(BS) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
704,FRANKLIN DELANO ROOSEVELT HS(BS) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,M
705,FRANKLIN DELANO ROOSEVELT HS(BS) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
706,FRANKLIN K LANE HS(BN),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
707,FRANKLIN K LANE HS(BN),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
708,FRANKLIN K LANE HS(BN),Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,M
709,FRANKLIN K LANE HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
710,FRANKLIN K LANE HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
711,FRANKLIN K LANE HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
712,FRANKLIN K LANE HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
713,FRANKLIN K LANE HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
714,FRANKLIN K LANE HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
715,FRANKLIN K LANE HS(BN),Mitigated,Off-Site,No,Full-Time,N,Y,N,DOE,No Restraints,N,None,,,
716,FRANKLIN K LANE HS(BN),Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
717,FRANKLIN K LANE HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
718,FRANKLIN K LANE HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
719,FRANKLIN K LANE HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
720,FRANKLIN K LANE HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
721,FRANKLIN K LANE HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
722,FRANKLIN K LANE HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
723,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL(MN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
724,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL(MN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
725,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL(MN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
726,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL(MN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,SSA,Metal,Y,Physical Force,,,
727,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL(XE) ,Arrested,Off-Site,No,Non-Scanning,N,N,N,DB,Metal,N,None,ROBBERY,,F
728,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL(XE) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
729,FREDERICK DOUGLASS ACADEMY V MIDDLE SCHOOL(XW),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
730,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL(BN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,,,
731,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL(BN),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,M
732,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL(BN),Mitigated,Off-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
733,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL(BN),Mitigated,Off-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
734,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES(Queens)(QS),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
735,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES(Queens)(QS),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
736,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES(Queens)(QS),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
737,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES(Queens)(QS),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
738,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES(Queens)(QS),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
739,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
740,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
741,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,PATROL,Metal,N,None,,,M
742,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
743,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
744,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
745,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
746,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
747,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
748,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
749,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
750,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
751,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
752,GEORGE WINGATE HS(BS),Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
753,GEORGE WINGATE HS(BS),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
754,GEORGE WINGATE HS(BS),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
755,GEORGE WINGATE HS(BS),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
756,GEORGE WINGATE HS(BS),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
757,GEORGE WINGATE HS(BS),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
758,GEORGE WINGATE HS(BS),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
759,GEORGE WINGATE HS(BS),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
760,GEORGE WINGATE HS(BS),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
761,GEORGE WINGATE HS(BS),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
762,GEORGE WINGATE HS(BS),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
763,GEORGE WINGATE HS(BS),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
764,GEORGE WINGATE HS(BS),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
765,Girls Preparatory Charter School of NY(MS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,SSA,Metal,N,None,,,
766,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH(XE),Child in Crisis,On-Site,No,Random,N,Y,Y,,No Restraints,N,None,,,
767,Gotham Collaborative High School (BRONX GUILD)(XE),Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
768,GRACE  DODGE CAREER & TECHNICAL EDUCATION HS(XW),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
769,GRACE  DODGE CAREER & TECHNICAL EDUCATION HS(XW),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
770,GRACE  DODGE CAREER & TECHNICAL EDUCATION HS(XW),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
771,Gramercy Arts HS(MS),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
772,Gramercy Arts HS(MS),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
773,Grand Street Campus(BN) ,Arrested,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,ASSAULT,,M
774,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
775,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
776,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
777,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
778,Grand Street Campus(BN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
779,Grand Street Campus(BN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
780,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
781,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
782,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
783,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
784,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
785,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
786,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
787,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
788,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
789,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
790,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
791,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
792,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
793,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
794,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
795,Grand Street Campus(BN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
796,Grand Street Campus(BN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
797,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
798,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
799,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
800,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
801,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
802,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
803,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
804,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
805,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
806,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
807,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
808,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
809,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
810,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
811,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
812,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
813,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
814,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
815,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
816,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
817,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,Y,Physical Force,,,
818,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,Y,Physical Force,,,
819,Grand Street Campus(BN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
820,Grand Street Campus(BN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
821,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
822,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
823,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
824,Grand Street Campus(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
825,GROVER CLEVELAND HS(QN) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
826,GROVER CLEVELAND HS(QN) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
827,GROVER CLEVELAND HS(QN) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
828,GROVER CLEVELAND HS(QN) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
829,GROVER CLEVELAND HS(QN) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
830,GROVER CLEVELAND HS(QN) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,M
831,HARLEM RENAISSANCE HS(MN) ,Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,CPW,,M
832,HARLEM RENAISSANCE HS(MN) ,Arrested,On-Site,No,Random,Y,Y,Y,SSA,Metal,N,None,CPW,,M
833,HARLEM RENAISSANCE HS(MN) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
834,HARLEM RENAISSANCE HS(MN) ,Mitigated,On-Site,No,Random,Y,Y,Y,DOE,No Restraints,N,None,,,
835,HARLEM RENAISSANCE HS(MN) ,Mitigated,On-Site,No,Random,Y,Y,Y,DOE,No Restraints,N,None,,,
836,HARRY S TRUMAN HS(XE),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
837,HARRY S TRUMAN HS(XE),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
838,HARRY S TRUMAN HS(XE),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
839,HARRY S TRUMAN HS(XE),Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
840,HARRY S TRUMAN HS(XE),Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,M
841,HARRY S TRUMAN HS(XE),Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,M
842,HARRY S TRUMAN HS(XE),Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
843,HARRY S TRUMAN HS(XE),Juvenile Report,On-Site,No,Full-Time,N,Y,Y,PATROL,No Restraints,N,None,,,V
844,HARRY S TRUMAN HS(XE),Juvenile Report,On-Site,No,Full-Time,N,Y,Y,PATROL,No Restraints,N,None,,,V
845,HARRY S TRUMAN HS(XE),Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
846,HARRY S TRUMAN HS(XE),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
847,HARRY S TRUMAN HS(XE),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
848,HARRY S TRUMAN HS(XE),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
849,HARRY S TRUMAN HS(XE),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
850,HARRY S TRUMAN HS(XE),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
851,HARRY S TRUMAN HS(XE),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
852,HARRY S TRUMAN HS(XE),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
853,HARRY S TRUMAN HS(XE),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
854,HARRY S TRUMAN HS(XE),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
855,HARRY S TRUMAN HS(XE),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
856,HARRY S TRUMAN HS(XE),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
857,HARRY S TRUMAN HS(XE),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
858,HARRY VAN ARSDALE HS(BN),Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,,,M
859,HARRY VAN ARSDALE HS(BN),Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
860,Harvest Collegiate,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
861,HARVEY MILK HS(MS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
862,HARVEY MILK HS(MS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
863,HARVEY MILK HS(MS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
864,HARVEY MILK HS(MS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
865,HARVEY MILK HS(MS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
866,HARVEY MILK HS(MS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
867,HEALTH OPPORTUNITIES HS(XW) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
868,HEALTH OPPORTUNITIES HS(XW) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
869,HEALTH OPPORTUNITIES HS(XW) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
870,HEALTH OPPORTUNITIES HS(XW) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,Metal,N,None,,,V
871,HEALTH OPPORTUNITIES HS(XW) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,DB,No Restraints,N,None,,,M
872,HEALTH OPPORTUNITIES HS(XW) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,Metal,Y,Physical Force,,,V
873,HEALTH OPPORTUNITIES HS(XW) ,Juvenile Report,On-Site,No,Unannounced,Y,Y,Y,SSA,No Restraints,N,None,,,V
874,HEALTH OPPORTUNITIES HS(XW) ,Mitigated,On-Site,No,Random,Y,Y,Y,DOE,No Restraints,N,None,,,
875,HEALTH OPPORTUNITIES HS(XW) ,Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
876,HEALTH OPPORTUNITIES HS(XW) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
877,HERBERT H LEHMAN HS(XE) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
878,HERBERT H LEHMAN HS(XE) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
879,HERBERT H LEHMAN HS(XE) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
880,HERBERT H LEHMAN HS(XE) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,M
881,HERBERT H LEHMAN HS(XE) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,M
882,HERBERT H LEHMAN HS(XE) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
883,HERBERT H LEHMAN HS(XE) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
884,HERBERT H LEHMAN HS(XE) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
885,HERBERT H LEHMAN HS(XE) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
886,HERBERT H LEHMAN HS(XE) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
887,HERBERT H LEHMAN HS(XE) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,,,V
888,HERBERT H LEHMAN HS(XE) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,UTF,No Restraints,N,None,,,V
889,HERBERT H LEHMAN HS(XE) ,Mitigated,Off-Site,No,Full-Time,N,Y,N,DOE,No Restraints,N,None,,,
890,HERBERT H LEHMAN HS(XE) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
891,HERBERT H LEHMAN HS(XE) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
892,HERBERT H LEHMAN HS(XE) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
