,year,building_code,dbn,location_name,address,borough,register,major_crimes,other_crimes,non_criminal,property_crimes,violent_crimes,population_group,population_range,latitude,longitude
4950,2015-16,M030,84M384      ,Success Academy Charter School - Harlem 2,144-176 EAST 128 STREET,M,821,,,,,,5C,751-1000,40.805953,-73.935179
4951,2015-16,M030,,144-176 EAST 128 STREET CONSOLIDATED LOCATION,144-176 EAST 128 STREET,M,1712,1.0,1.0,1.0,1.0,1.0,8C,1501-1750,40.805953,-73.935179
4952,2015-16,M033,02M033,P.S. 033 Chelsea Prep,281 9 AVENUE,M,639,1.0,0.0,2.0,1.0,0.0,4C,501-750,40.748818,-73.999646
4953,2015-16,M034,01M034,P.S. 034 Franklin D. Roosevelt,730 EAST  12 STREET,M,394,0.0,1.0,2.0,0.0,1.0,3C,251-500,40.726473,-73.975181
4954,2015-16,M036,05M036,P.S. 036 Margaret Douglas,123 MORNINGSIDE DRIVE,M,447,0.0,0.0,2.0,0.0,0.0,3C,251-500,40.81027,-73.957482
4955,2015-16,M040,02M040,P.S. 040 Augustus Saint-Gaudens,319 EAST 19 STREET,M,631,,,,,,4C,501-750,40.735161,-73.982027
4956,2015-16,M040,02M255,M.S. 255 Salk School of Science,319 EAST 19 STREET,M,374,,,,,,3C,251-500,40.735161,-73.982027
4957,2015-16,M040,,319 EAST 19 STREET CONSOLIDATED LOCATION,319 EAST 19 STREET,M,1005,0.0,0.0,0.0,0.0,0.0,6C,1001-1250,40.735161,-73.982027
4958,2015-16,M041,02M041,P.S. 041 Greenwich Village,116 WEST  11 STREET,M,721,0.0,0.0,1.0,0.0,0.0,4C,501-750,40.735692,-73.999026
4959,2015-16,M042,02M042,P.S. 042 Benjamin Altman,71 HESTER STREET,M,737,0.0,0.0,0.0,0.0,0.0,4C,501-750,40.715905,-73.990895
4960,2015-16,M043,05M286,I.S. M286 Renaissance Leadership Academy,509 WEST 129 STREET,M,154,,,,,,2C,1-250,40.815256,-73.955325
4961,2015-16,M043,05M367,Academy for Social Action: A College Board School,509 WEST 129 STREET,M,170,,,,,,2C,1-250,40.815256,-73.955325
4962,2015-16,M043,05M369,THE URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS (MANHATTAN),509 WEST 129 STREET,M,350,,,,,,3C,251-500,40.815256,-73.955325
4963,2015-16,M043,05M410,The Urban Assembly Institute for New Technologies,509 WEST 129 STREET,M,108,,,,,,2C,1-250,40.815256,-73.955325
4964,2015-16,M052,06M423,High School for Excellence and Innovation,650 ACADEMY STREET,M,216,,,,,,2C,1-250,40.866053,-73.924835
4965,2015-16,M043,,509 WEST 129 STREET CONSOLIDATED LOCATION,509 WEST 129 STREET,M,782,2.0,6.0,16.0,3.0,4.0,5C,751-1000,40.815256,-73.955325
4966,2015-16,M044,03M245,M.S. M245 The Computer School,100 WEST  77 STREET,M,405,,,,,,3C,251-500,40.780822,-73.976855
4967,2015-16,M044,03M334,The Anderson School,100 WEST  77 STREET,M,559,,,,,,4C,501-750,40.780822,-73.976855
4968,2015-16,M044,03M452,P.S. 452,100 WEST  77 STREET,M,325,,,,,,3C,251-500,40.780822,-73.976855
4969,2015-16,M044,,100 WEST  77 STREET CONSOLIDATED LOCATION,100 WEST  77 STREET,M,1289,0.0,0.0,1.0,0.0,0.0,7C,1251-1500,40.780822,-73.976855
4970,2015-16,M045,04M409,Coalition School for Social Change,2351 1ST AVENUE,M,232,,,,,,2C,1-250,40.798884,-73.933319
4971,2015-16,M045,84M335,HARLEM VILLAGE ACADEMIES LEADERSHIP CHARTER SCHOOL(MN),2351 1ST AVENUE,M,909,,,,,,5C,751-1000,40.798884,-73.933319
4972,2015-16,M045,,2351 1ST AVENUE CONSOLIDATED LOCATION,2351 1ST AVENUE,M,1141,1.0,1.0,7.0,2.0,0.0,6C,1001-1250,40.798884,-73.933319
4973,2015-16,M046,05M046,P.S. 046 Arthur Tappan,2987 FREDERICK DGLS BLVD,M,773,2.0,5.0,4.0,3.0,3.0,5C,751-1000,,
4974,2015-16,M047,02M047,47 The American Sign Language and English Secondar,223 EAST 23 STREET,M,186,,,,,,2C,1-250,40.738548,-73.982455
4975,2015-16,M047,02M347,The 47 American Sign Language & English Lower Scho,223 EAST 23 STREET,M,189,,,,,,2C,1-250,40.738548,-73.982455
4976,2015-16,M047,,223 EAST 23 STREET CONSOLIDATED LOCATION,223 EAST 23 STREET,M,375,1.0,0.0,0.0,1.0,0.0,3C,251-500,40.738548,-73.982455
4977,2015-16,M048,06M048,P.S. 048 P.O. Michael J. Buczek,4360-78 BROADWAY,M,599,0.0,0.0,0.0,0.0,0.0,4C,501-750,40.853466,-73.934048
4978,2015-16,M050,04M050,P.S. 050 Vito Marcantonio,433 EAST 100 STREET,M,288,1.0,1.0,7.0,2.0,0.0,3C,251-500,40.785258,-73.941526
4979,2015-16,M052,06M052,J.H.S. 052 Inwood,650 ACADEMY STREET,M,411,,,,,,3C,251-500,40.866053,-73.924835
4980,2015-16,M052,06M211,Inwood Early College for Health and Information Te,650 ACADEMY STREET,M,195,,,,,,2C,1-250,40.866053,-73.924835
4981,2015-16,M052,,650 ACADEMY STREET CONSOLIDATED LOCATION,650 ACADEMY STREET,M,822,1.0,5.0,1.0,3.0,1.0,5C,751-1000,40.866053,-73.924835
4982,2015-16,M054,03M054,J.H.S. 054 Booker T. Washington,103 WEST 107 STREET,M,850,0.0,2.0,1.0,1.0,0.0,5C,751-1000,40.800119,-73.962837
4983,2015-16,M056,01M292,Henry Street School for International Studies,220 HENRY STREET,M,185,,,,,,2C,1-250,40.713684,-73.986336
4984,2015-16,M056,01M332,University Neighborhood Middle School,220 HENRY STREET,M,110,,,,,,2C,1-250,40.713684,-73.986336
4985,2015-16,M056,01M345,"Collaborative Academy of Science, Technology, & La",220 HENRY STREET,M,105,,,,,,2C,1-250,40.713684,-73.986336
4986,2015-16,M056,84M080      ,Manhattan Charter School II,220 HENRY STREET,M,208,,,,,,2C,1-250,40.713684,-73.986336
4987,2015-16,M056,,220 HENRY STREET CONSOLIDATED LOCATION,220 HENRY STREET,M,608,0.0,0.0,4.0,0.0,0.0,3C,251-500,40.713684,-73.986336
4988,2015-16,M057,04M057,James Weldon Johnson,176 EAST 115 STREET,M,851,2.0,3.0,4.0,3.0,2.0,5C,751-1000,40.797577,-73.94128
4989,2015-16,M058,75M035,P.S. 035,317 WEST  52ND STREET,M,271,2.0,3.0,14.0,2.0,2.0,3C,251-500,40.763866,-73.985939
4990,2015-16,M060,01M450,East Side Community School,420 EAST 12 STREET,M,677,0.0,4.0,1.0,1.0,1.0,4C,501-750,40.729589,-73.982555
4991,2015-16,M061,01M315,The East Village Community School,610 EAST  12 STREET,M,299,,,,,,3C,251-500,40.727892,-73.978525
4992,2015-16,M061,01M361,The Children's Workshop School,610 EAST  12 STREET,M,267,,,,,,3C,251-500,40.727892,-73.978525
4993,2015-16,M061,,610 EAST  12 STREET CONSOLIDATED LOCATION,610 EAST  12 STREET,M,566,0.0,0.0,0.0,0.0,0.0,4C,501-750,40.727892,-73.978525
4994,2015-16,M063,01M063,The STAR Academy - P.S.63,121 EAST  3 STREET,M,203,,,,,,2C,1-250,40.724117,-73.986381
4995,2015-16,M063,01M363,Neighborhood School,121 EAST  3 STREET,M,313,,,,,,3C,251-500,40.724117,-73.986381
4996,2015-16,M063,,121 EAST  3 STREET CONSOLIDATED LOCATION,121 EAST  3 STREET,M,516,0.0,1.0,0.0,1.0,0.0,4C,501-750,40.724117,-73.986381
4997,2015-16,M064,01M064,P.S. 064 Robert Simon,600 EAST  6 STREET,M,258,,,,,,3C,251-500,40.72438,-73.98138
4998,2015-16,M064,01M364,Earth School,600 EAST  6 STREET,M,340,,,,,,3C,251-500,40.72438,-73.98138
4999,2015-16,M064,01M839,Tompkins Square Middle School,600 EAST  6 STREET,M,371,,,,,,3C,251-500,40.72438,-73.98138
5000,2015-16,M064,,600 EAST  6 STREET CONSOLIDATED LOCATION,600 EAST  6 STREET,M,969,2.0,1.0,1.0,3.0,0.0,5C,751-1000,40.72438,-73.98138
5001,2015-16,M066,02M151,Yorkville Community School,421 EAST  88 STREET,M,548,0.0,1.0,0.0,1.0,0.0,4C,501-750,40.777911,-73.947757
5002,2015-16,M070,02M312,New York City Lab Middle School for Collaborative,333 WEST  17 STREET,M,551,,,,,,4C,501-750,40.742129,-74.002198
5003,2015-16,M070,02M412,N.Y.C. Lab School for Collaborative Studies,333 WEST  17 STREET,M,527,,,,,,4C,501-750,40.742129,-74.002198
5004,2015-16,M070,02M414,N.Y.C. Museum School,333 WEST  17 STREET,M,446,,,,,,3C,251-500,40.742129,-74.002198
5005,2015-16,M070,,333 WEST  17 STREET CONSOLIDATED LOCATION,333 WEST  17 STREET,M,1524,0.0,0.0,5.0,0.0,0.0,8C,1501-1750,40.742129,-74.002198
5006,2015-16,M072,04M072,The Lexington Academy,131 EAST 104 STREET,M,638,1.0,4.0,2.0,2.0,3.0,4C,501-750,40.791179,-73.947776
5007,2015-16,M075,03M075,P.S. 075 Emily Dickinson,735 WEST END AVENUE,M,569,,,,,,4C,501-750,40.795157,-73.973292
5008,2015-16,M075,03M250,M.S. 250 West Side Collaborative Middle School,735 WEST END AVENUE,M,181,,,,,,2C,1-250,40.795157,-73.973292
5009,2015-16,M075,,735 WEST END AVENUE CONSOLIDATED LOCATION ,735 WEST END AVENUE,M,750,0.0,1.0,3.0,1.0,0.0,4C,501-750,40.795157,-73.973292
5010,2015-16,M076,03M076,P.S. 076 A. Philip Randolph,220 WEST 121 STREET,M,503,0.0,0.0,5.0,0.0,0.0,4C,501-750,40.806768,-73.951061
5011,2015-16,M079,75M079,P.S. M079 - Horan School,55 EAST 120 STREET,M,264,0.0,2.0,5.0,1.0,1.0,3C,251-500,40.802419,-73.942634
5012,2015-16,M083,04M083,P.S. 083 Luis Munoz Rivera,219 EAST 109 STREET,M,439,,,,,,3C,251-500,40.793194,-73.942548
5013,2015-16,M112,04M112,P.S. 112 Jose Celso Barbosa,535 EAST 119 STREET,M,333,0.0,0.0,1.0,0.0,0.0,3C,251-500,40.796668,-73.930966
5014,2015-16,M083,04M182,The Bilingual Bicultural School,219 EAST 109 STREET,M,352,,,,,,3C,251-500,40.793194,-73.942548
5015,2015-16,M083,,219 EAST 109 STREET CONSOLIDATED LOCATION,219 EAST 109 STREET,M,791,1.0,1.0,0.0,2.0,0.0,5C,751-1000,40.793194,-73.942548
5016,2015-16,M084,03M084,P.S. 084 Lillian Weber,32 WEST  92 STREET,M,552,,,,,,4C,501-750,40.789526,-73.967574
5017,2015-16,M084,03M247,M.S. M247 Dual Language Middle School,32 WEST  92 STREET,M,195,,,,,,2C,1-250,40.789526,-73.967574
5018,2015-16,M833,02M489,High School of Economics and Finance,100 TRINITY PLACE,M,761,1.0,5.0,1.0,4.0,1.0,5C,751-1000,40.709196,-74.012022
5019,2015-16,M084,,32 WEST  92 STREET CONSOLIDATED LOCATION,32 WEST  92 STREET,M,747,0.0,1.0,1.0,1.0,0.0,4C,501-750,40.789526,-73.967574
5020,2015-16,M087,03M087,P.S. 087 William Sherman,160 WEST  78 STREET,M,852,0.0,0.0,0.0,0.0,0.0,5C,751-1000,40.781958,-73.977638
5021,2015-16,M088,03M415,Wadleigh Secondary School for the Performing & Vis,215 WEST 114 STREET,M,377,,,,,,3C,251-500,40.802207,-73.954142
5022,2015-16,M088,03M860,Frederick Douglass Academy II Secondary School,215 WEST 114 STREET,M,390,,,,,,3C,251-500,40.802207,-73.954142
5023,2015-16,M088,,215 WEST 114 STREET CONSOLIDATED LOCATION,215 WEST 114 STREET,M,767,2.0,5.0,11.0,5.0,1.0,5C,751-1000,40.802207,-73.954142
5024,2015-16,M089,02M089,P.S. 89,201 WARREN STREET,M,425,,,,,,3C,251-500,40.716668,-74.013542
5025,2015-16,M089,02M289,I.S. 289,201 WARREN STREET,M,289,,,,,,3C,251-500,40.716668,-74.013542
5026,2015-16,M089,,201 WARREN STREET CONSOLIDATED LOCATION,201 WARREN STREET,M,714,0.0,0.0,1.0,0.0,0.0,4C,501-750,40.716668,-74.013542
5027,2015-16,M090,06M319,M.S. 319 - Maria Teresa,21 JUMEL PLACE,M,534,,,,,,4C,501-750,40.839305,-73.936159
5028,2015-16,M090,06M324,M.S. 324 - Patria Mirabal,21 JUMEL PLACE,M,449,,,,,,3C,251-500,40.839305,-73.936159
5029,2015-16,M090,84M068      ,KIPP Washington Heights Middle School,21 JUMEL PLACE,M,852,,,,,,5C,751-1000,40.839305,-73.936159
5030,2015-16,M113,03M241,STEM Institute of Manhattan,240 WEST 113 STREET,M,112,1.0,0.0,1.0,1.0,0.0,2C,1-250,40.801689,-73.954908
5031,2015-16,M090,,21 JUMEL PLACE CONSOLIDATED LOCATION,21 JUMEL PLACE,M,1835,1.0,5.0,3.0,3.0,3.0,5C,751-1000,40.839305,-73.936159
5032,2015-16,M092,05M092,P.S. 092 Mary McLeod Bethune,222 WEST 134 STREET,M,297,0.0,2.0,1.0,1.0,1.0,3C,251-500,40.815016,-73.945123
5033,2015-16,M093,06M210,P.S./I.S. 210 - Twenty-first Century Academy for C,501-503 WEST 152 STREET,M,446,0.0,0.0,0.0,0.0,0.0,3C,251-500,40.829832,-73.944789
5034,2015-16,M096,04M096,P.S. 096 Joseph Lanzetta,216 EAST 120 STREET,M,458,3.0,1.0,4.0,4.0,0.0,3C,251-500,40.800256,-73.937558
5035,2015-16,M097,01M696,Bard High School Early College,525 EAST HOUSTON STREET,M,535,0.0,0.0,1.0,0.0,0.0,4C,501-750,40.719029,-73.975891
5036,2015-16,M098,06M098,P.S. 098 Shorac Kappock,512 WEST 212 STREET,M,605,2.0,2.0,0.0,3.0,1.0,4C,501-750,40.867826,-73.917059
5037,2015-16,M099,04M224,M.S. 224 Manhattan East School for Arts & Academic,410 EAST 100 STREET,M,166,,,,,,2C,1-250,40.785671,-73.942548
5038,2015-16,M099,84M385      ,Success Academy Charter School - Harlem 3,410 EAST 100 STREET,M,777,,,,,,5C,751-1000,40.785671,-73.942548
5039,2015-16,M099,84M433      ,Renaissance Charter High School for Innovation,410 EAST 100 STREET,M,456,,,,,,3C,251-500,40.785671,-73.942548
5040,2015-16,M121,84M382,DREAM CHARTER SCHOOL(MN),232 EAST 103 STREET,M,492,,,,,,3C,251-500,40.788952,-73.944538
5041,2015-16,M099,,410 EAST 100 STREET CONSOLIDATED LOCATION,410 EAST 100 STREET,M,1399,1.0,2.0,6.0,1.0,2.0,7C,1251-1500,40.785671,-73.942548
5042,2015-16,M101,04M375,Mosaic Preparatory Academy,141 EAST 111 STREET,M,304,0.0,1.0,2.0,0.0,1.0,3C,251-500,40.79564,-73.94441
5043,2015-16,M102,04M102,P.S. 102 Jacques Cartier,315 EAST 113 STREET,M,282,1.0,1.0,1.0,1.0,1.0,3C,251-500,40.794872,-73.938719
5044,2015-16,M104,02M104,J.H.S. 104 Simon Baruch,330 EAST  21 STREET,M,1113,0.0,3.0,1.0,1.0,2.0,6C,1001-1250,40.736094,-73.980663
5045,2015-16,M107,04M680,"Heritage School, The",1680 LEXINGTON AVENUE,M,335,0.0,0.0,2.0,0.0,0.0,3C,251-500,40.791881,-73.946558
5046,2015-16,M108,04M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,1615 MADISON AVENUE,M,594,0.0,3.0,1.0,1.0,1.0,4C,501-750,40.795146,-73.948368
5047,2015-16,M110,01M110,P.S. 110 Florence Nightingale,285 DELANCY STREET,M,394,0.0,0.0,0.0,0.0,0.0,3C,251-500,40.715915,-73.979893
5048,2015-16,M111,02M111,P.S. 111 Adolph S. Ochs,440 WEST  53 STREET,M,393,0.0,1.0,0.0,1.0,0.0,3C,251-500,40.765878,-73.988823
5049,2015-16,M114,02M114,East Side Middle School,331 EAST 91ST STREET,M,441,0.0,1.0,0.0,1.0,0.0,3C,251-500,40.780706,-73.948553
5050,2015-16,M115,06M115,P.S. 115 Alexander Humboldt,586 WEST 177 STREET,M,552,0.0,1.0,1.0,1.0,0.0,4C,501-750,40.846542,-73.935205
5051,2015-16,M116,02M116,P.S. 116 Mary Lindley Murray,210 EAST  33 STREET,M,638,0.0,0.0,1.0,0.0,0.0,4C,501-750,40.744838,-73.978116
5052,2015-16,M117,04M012,Tag Young Scholars,240 EAST 109 STREET,M,561,,,,,,4C,501-750,40.79307,-73.942303
5053,2015-16,M117,04M372,ESPERANZA PREPARATORY ACADEMY,240 EAST 109 STREET,M,574,,,,,,4C,501-750,40.79307,-73.942303
5054,2015-16,M117,04M381,Global Neighborhood Secondary School,240 EAST 109 STREET,M,108,,,,,,2C,1-250,40.79307,-73.942303
5055,2015-16,M117,,240 EAST 109 STREET CONSOLIDATED LOCATION,240 EAST 109 STREET,M,1243,1.0,7.0,9.0,3.0,4.0,6C,1001-1250,40.79307,-73.942303
5056,2015-16,M118,03M256,M.S. 256 Academic & Athletic Excellence,154 WEST  93 STREET,M,138,,,,,,2C,1-250,40.791728,-73.970845
5057,2015-16,M118,03M258,Community Action School - MS 258,154 WEST  93 STREET,M,235,,,,,,2C,1-250,40.791728,-73.970845
5058,2015-16,M118,03M333,P.S. 333 Manhattan School for Children,154 WEST  93 STREET,M,742,,,,,,4C,501-750,40.791728,-73.970845
5059,2015-16,M131,02M131,M.S. 131,100 HESTER STREET,M,420,,,,,,3C,251-500,40.716553,-73.993092
5060,2015-16,M118,,154 WEST  93 STREET CONSOLIDATED LOCATION,154 WEST  93 STREET,M,1115,2.0,0.0,2.0,1.0,1.0,6C,1001-1250,40.791728,-73.970845
5061,2015-16,M121,04M038,P.S. 38 Roberto Clemente,232 EAST 103 STREET,M,252,,,,,,3C,251-500,40.788952,-73.944538
5062,2015-16,M152,06M152,P.S. 152 Dyckman Valley,93 NAGLE AVENUE,M,642,0.0,0.0,0.0,0.0,0.0,4C,501-750,40.860412,-73.927936
5063,2015-16,M121,,232 EAST 103 STREET CONSOLIDATED LOCATION,232 EAST 103 STREET,M,744,0.0,2.0,0.0,0.0,1.0,4C,501-750,40.788952,-73.944538
5064,2015-16,M123,05M123,P.S. 123 Mahalia Jackson,301 WEST 140 STREET,M,554,1.0,3.0,7.0,1.0,2.0,4C,501-750,40.819767,-73.944433
5065,2015-16,M124,02M124,P.S. 124 Yung Wing,40 DIVISION STREET,M,810,0.0,2.0,0.0,1.0,1.0,5C,751-1000,40.714201,-73.995087
5066,2015-16,M125,05M125,P.S. 125 Ralph Bunche,425 WEST 123 STREET,M,230,,,,,,2C,1-250,40.810431,-73.955809
5067,2015-16,M125,05M362,Columbia Secondary School,425 WEST 123 STREET,M,667,,,,,,4C,501-750,40.810431,-73.955809
5068,2015-16,M125,05M362,KIPP STAR College Prep Charter School,433 WEST 123 STREET,M,667,,,,,,4C,501-750,40.810511,-73.955997
5069,2015-16,M125,,425 WEST 123 STREET CONSOLIDATED LOCATION,433 WEST 123 STREET,M,1564,0.0,2.0,1.0,2.0,0.0,8C,1501-1750,40.810511,-73.955997
5070,2015-16,M126,02M126,P.S. 126 Jacob August Riis,80 CATHERINE STREET,M,759,0.0,1.0,2.0,0.0,0.0,5C,751-1000,40.710729,-73.996631
5071,2015-16,M128,06M128,P.S. 128 Audubon,560 WEST 169 STREET,M,631,,,,,,4C,501-750,40.841321,-73.938506
5072,2015-16,M128,06M513,Castle Bridge School,560 WEST 169 STREET,M,193,,,,,,2C,1-250,40.841321,-73.938506
5073,2015-16,M128,,560 WEST 169 STREET CONSOLIDATED LOCATION,560 WEST 169 STREET,M,824,1.0,0.0,1.0,1.0,0.0,5C,751-1000,40.841321,-73.938506
5074,2015-16,M129,05M129,P.S. 129 John H. Finley,425 WEST 130 STREET,M,487,0.0,2.0,1.0,1.0,1.0,3C,251-500,40.814637,-73.951912
5075,2015-16,M130,02M130,P.S. 130 Hernando De Soto,143 BAXTER STREET,M,970,0.0,0.0,0.0,0.0,0.0,5C,751-1000,40.718903,-73.998438
5076,2015-16,M131,02M298,Pace High School,100 HESTER STREET,M,478,,,,,,3C,251-500,40.716553,-73.993092
5077,2015-16,M131,02M394,EMMA LAZARUS HIGH SCHOOL,100 HESTER STREET,M,266,,,,,,3C,251-500,40.716553,-73.993092
5078,2015-16,M131,,100 HESTER STREET CONSOLIDATED LOCATION,100 HESTER STREET,M,1164,2.0,4.0,6.0,5.0,1.0,6C,1001-1250,40.716553,-73.993092
5079,2015-16,M132,06M103,Dos Puentes Elementary School,185 WADSWORTH AVENUE,M,203,,,,,,2C,1-250,40.850626,-73.934377
5080,2015-16,M132,06M132,P.S. 132 Juan Pablo Duarte,185 WADSWORTH AVENUE,M,441,,,,,,3C,251-500,40.850626,-73.934377
5081,2015-16,M132,,185 WADSWORTH AVENUE CONSOLIDATED LOCATION,185 WADSWORTH AVENUE,M,644,0.0,3.0,1.0,3.0,0.0,4C,501-750,40.850626,-73.934377
5082,2015-16,M133,05M133,P.S. 133 Fred R Moore,2121 5 AVENUE,M,199,0.0,0.0,2.0,0.0,0.0,2C,1-250,40.809672,-73.939872
5083,2015-16,M134,01M134,P.S. 134 Henrietta Szold,293 EAST BROADWAY,M,263,,,,,,3C,251-500,40.71457,-73.983724
5084,2015-16,M134,01M137,P.S. 137 John L. Bernstein,293 EAST BROADWAY,M,155,,,,,,2C,1-250,40.71457,-73.983724
5085,2015-16,M134,,293 EAST BROADWAY CONSOLIDATED LOCATION,293 EAST BROADWAY,M,418,1.0,2.0,5.0,1.0,2.0,3C,251-500,40.71457,-73.983724
5086,2015-16,M136,05M148,Eagle Academy for Young Men of Harlem,6 EDGECOMBE AVENUE,M,195,,,,,,2C,1-250,40.817372,-73.947712
5087,2015-16,M136,05M302,KAPPA IV,6 EDGECOMBE AVENUE,M,155,,,,,,2C,1-250,40.817372,-73.947712
5088,2015-16,M136,05M304,Mott Hall High School,6 EDGECOMBE AVENUE,M,409,,,,,,3C,251-500,40.817372,-73.947712
5089,2015-16,M136,05M685,Bread & Roses Integrated Arts High School,6 EDGECOMBE AVENUE,M,29,,,,,,2C,1-250,40.817372,-73.947712
5090,2015-16,M153,06M368,Hamilton Heights School,1750 AMSTERDAM AVENUE,M,216,,,,,,2C,1-250,40.826295,-73.946845
5091,2015-16,M136,,6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,6 EDGECOMBE AVENUE,M,788,2.0,6.0,27.0,2.0,6.0,5C,751-1000,40.817372,-73.947712
5092,2015-16,M137,01M184,P.S. 184m Shuang Wen,327 CHERRY STREET,M,663,0.0,1.0,2.0,1.0,0.0,4C,501-750,40.711549,-73.986542
5093,2015-16,M140,01M140,P.S. 140 Nathan Straus,123 RIDGE STREET,M,376,0.0,2.0,5.0,0.0,0.0,3C,251-500,40.71925,-73.983056
5094,2015-16,M142,01M142,P.S. 142 Amalia Castro,100 ATTORNEY STREET,M,354,0.0,2.0,1.0,2.0,0.0,3C,251-500,40.718383,-73.984452
5095,2015-16,M143,06M143,J.H.S. 143 Eleanor Roosevelt,511 WEST 182ND STREET,M,361,,,,,,3C,251-500,40.848908,-73.930948
5096,2015-16,M143,06M348,Washington Heights Expeditionary Learning School,511 WEST 182ND STREET,M,760,,,,,,5C,751-1000,40.848908,-73.930948
5097,2015-16,M143,,511 WEST 182ND STREET CONSOLIDATED LOCATION,511 WEST 182ND STREET,M,1121,2.0,5.0,4.0,2.0,5.0,6C,1001-1250,40.848908,-73.930948
5098,2015-16,M144,03M242,P.S. 242 - The Young Diplomats Magnet Academy,134 WEST 122 STREET,M,214,,,,,,2C,1-250,40.8063,-73.948013
5099,2015-16,M144,84M861,FUTURE LEADERS INSTITUTE CHARTER SCHOOL(MN),134 WEST 122 STREET,M,382,,,,,,3C,251-500,40.8063,-73.948013
5100,2015-16,M144,,134 WEST 122 STREET CONSOLIDATED LOCATION,134 WEST 122 STREET,M,596,2.0,1.0,2.0,3.0,0.0,4C,501-750,40.8063,-73.948013
5101,2015-16,M145,03M145,"P.S. 145, The Bloomingdale School",150 WEST 105 STREET,M,368,,,,,,3C,251-500,40.799178,-73.964842
5102,2015-16,M145,03M421,West Prep Academy,150 WEST 105 STREET,M,190,,,,,,2C,1-250,40.799178,-73.964842
5103,2015-16,M145,,150 WEST 105 STREET CONSOLIDATED LOCATION,150 WEST 105 STREET,M,558,1.0,4.0,2.0,2.0,2.0,4C,501-750,40.799178,-73.964842
5104,2015-16,M146,04M146,P.S. 146 Ann M. Short,421 EAST 106 STREET,M,379,1.0,1.0,4.0,2.0,0.0,3C,251-500,40.789295,-73.939262
5105,2015-16,M153,06M153,P.S. 153 Adam Clayton Powell,1750 AMSTERDAM AVENUE,M,743,,,,,,4C,501-750,40.826295,-73.946845
5106,2015-16,M153,,1750 AMSTERDAM AVENUE CONSOLIDATED LOCATION,1750 AMSTERDAM AVENUE,M,959,0.0,0.0,0.0,0.0,0.0,5C,751-1000,40.826295,-73.946845
5107,2015-16,M154,05M154,P.S. 154 Harriet Tubman,250 WEST 127 STREET,M,321,0.0,1.0,2.0,1.0,0.0,3C,251-500,40.810928,-73.948938
5108,2015-16,M155,04M155,P.S. 155 William Paca,319 EAST 117 STREET,M,344,,,,,,3C,251-500,40.797302,-73.936365
5109,2015-16,M155,04M377,Renaissance School of the Arts,319 EAST 117 STREET,M,163,,,,,,2C,1-250,40.797302,-73.936365
5110,2015-16,M155,,319 EAST 117 STREET CONSOLIDATED LOCATION,319 EAST 117 STREET,M,507,1.0,5.0,3.0,2.0,2.0,4C,501-750,40.797302,-73.936365
5111,2015-16,M158,02M158,P.S. 158 Bayard Taylor,1458 YORK AVENUE,M,763,,,,,,5C,751-1000,40.770419,-73.951135
5112,2015-16,M158,02M177,Yorkville East Middle School,1458 YORK AVENUE,M,142,,,,,,2C,1-250,40.770419,-73.951135
5113,2015-16,M158,,1458 YORK AVENUE  CONSOLIDATED LOCATION ,1458 YORK AVENUE,M,905,0.0,3.0,0.0,3.0,0.0,5C,751-1000,40.770419,-73.951135
5114,2015-16,M161,05M161,P.S. 161 Pedro Albizu Campos,499 WEST 133 STREET,M,888,0.0,0.0,6.0,0.0,0.0,5C,751-1000,40.81755,-73.953041
5115,2015-16,M163,03M163,P.S. 163 Alfred E. Smith,163 WEST  97 STREET,M,587,0.0,0.0,0.0,0.0,0.0,4C,501-750,40.794264,-73.968706
5116,2015-16,M164,06M326,M.S. 326 - Writers Today & Leaders Tomorrow,401 WEST 164 STREET,M,169,,,,,,2C,1-250,40.836536,-73.937159
5117,2015-16,M164,06M328,M.S. 328 - Manhattan Middle School for Scientific,401 WEST 164 STREET,M,148,,,,,,2C,1-250,40.836536,-73.937159
5118,2015-16,M164,,401 WEST 164 STREET CONSOLIDATED LOCATION,401 WEST 164 STREET,M,317,0.0,2.0,3.0,0.0,1.0,3C,251-500,40.836536,-73.937159
5119,2015-16,M165,03M165,P.S. 165 Robert E. Simon,234 WEST 109 STREET,M,775,,,,,,5C,751-1000,40.802917,-73.965613
5120,2015-16,M165,03M862,Mott Hall II,234 WEST 109 STREET,M,345,,,,,,3C,251-500,40.802917,-73.965613
5121,2015-16,M165,,234 WEST 109 STREET CONSOLIDATED LOCATION,234 WEST 109 STREET,M,1120,2.0,5.0,9.0,5.0,2.0,6C,1001-1250,40.802917,-73.965613
5122,2015-16,M166,03M166,P.S. 166 The Richard Rodgers School of The Arts an,132 WEST  89 STREET,M,614,0.0,0.0,0.0,0.0,0.0,4C,501-750,40.788865,-73.971847
5123,2015-16,M167,02M167,J.H.S. 167 Robert F. Wagner,220 EAST  76 STREET,M,1343,0.0,0.0,1.0,0.0,0.0,7C,1251-1500,40.77205,-73.958066
5124,2015-16,M169,75M169,P.S. M169 - Robert F. Kennedy,110 EAST  88 STREET,M,342,2.0,6.0,2.0,1.0,6.0,3C,251-500,40.781227,-73.955673
