,School Campus,Intervention Type,Incident Location,Greater Than 21,Scanning Type,Scanning Incident,School Related,School Hours,Enforcment By,Restraints,Force,Type Of Force,Top Charge,SummonsCharge,Classification
2902,STATEN ISLAND TECHNICAL  HS(Staten Island),Arrested,On-Site,No,Non-Scanning,N,Y,Y,SSA,Metal,N,None,CPCS,,M
2903,STATEN ISLAND TECHNICAL  HS(Staten Island),Child in Crisis,On-Site,No,Non-Scanning,N,N,Y,,No Restraints,N,None,,,
2904,STATEN ISLAND TECHNICAL  HS(Staten Island),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2905,STEM Institute of Manhattan(MN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2906,STEM Institute of Manhattan(MN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2907,STEM Institute of Manhattan(MN),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,Unk
2908,Stephen T. Mather Building Arts & Craftsmanship HS(MS),Arrested,Off-Site,No,Full-Time,N,N,Y,TRANSIT,No Restraints,N,None,ASSAULT,,M
2909,Stephen T. Mather Building Arts & Craftsmanship HS(MS),Summons,On-Site,No,Full-Time,N,Y,Y,PATROL,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
2910,STREET ACADEMY(Brooklyn),Child in Crisis,On-Site,No,Full-Time,N,N,Y,PATROL,Metal,N,None,,,
2911,STREET ACADEMY(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,,,,,
2912,STREET ACADEMY(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,,,,,
2913,STREET ACADEMY(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,,,,,
2914,STREET ACADEMY(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,,,,,
2915,STREET ACADEMY(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,,,,,
2916,STREET ACADEMY(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,,,,,
2917,STREET ACADEMY(Brooklyn),Mitigated,On-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
2918,STREET ACADEMY(Brooklyn),Mitigated,On-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
2919,STREET ACADEMY(Brooklyn),Mitigated,On-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
2920,STREET ACADEMY(Brooklyn),Mitigated,On-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
2921,STUYVESANT HS(Manhattan) ,Arrested,On-Site,No,Random,N,Y,Y,PATROL,Metal,N,None,CPCS,,F
2922,STUYVESANT HS(Manhattan) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2923,STUYVESANT HS(Manhattan) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2924,STUYVESANT HS(Manhattan) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2925,STUYVESANT HS(Manhattan) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2926,STUYVESANT HS(Manhattan) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2927,STUYVESANT HS(Manhattan) ,Child in Crisis,On-Site,No,Non-Scanning,N,N,Y,,No Restraints,N,None,,,
2928,STUYVESANT HS(Manhattan) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2929,STUYVESANT HS(Manhattan) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,PATROL,No Restraints,N,None,,,V
2930,Success Academy Charter School - Bed-Stuy 1(BN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2931,Success Academy Charter School - Bronx 1(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2932,Success Academy Charter School - Bronx 1(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2933,Success Academy Charter School - Bronx 1(XW),Child in Crisis,On-Site,No,Random,N,Y,Y,,No Restraints,N,None,,,
2934,Success Academy Charter School - Bronx 1(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2935,Success Academy Charter School - Bronx 1(XW),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,Unk
2936,Success Academy Charter School - Harlem 4(MN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2937,Success Academy Charter School - Rosedale NY 5,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2938,Success Academy Charter School-Springfield Gardens-New York 6(QS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2939,Success Academy Harlem Central(MN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2940,Success Academy Harlem Central(MN),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,Unk
2941,Success Academy Harlem Central(MN),Mitigated,Off-Site,No,Non-Scanning,N,N,Y,DOE,No Restraints,N,None,,,
2942,Success Academy Harlem Central(MN),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2943,Success Academy High School of the Liberal Arts(MS),Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
2944,Sunset Park HS(Brooklyn),Child in Crisis,On-Site,No,Non-Scanning,N,N,Y,,No Restraints,N,None,,,
2945,Sunset Park HS(Brooklyn),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2946,Sunset Park HS(Brooklyn),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2947,SUSAN E. WAGNER HS(Staten Island),Arrested,On-Site,No,Non-Scanning,N,Y,Y,SSA,Metal,N,None,ASSAULT,,F
2948,SUSAN E. WAGNER HS(Staten Island),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2949,SUSAN E. WAGNER HS(Staten Island),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2950,SUSAN E. WAGNER HS(Staten Island),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2951,SUSAN E. WAGNER HS(Staten Island),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,Unk
2952,SUSAN E. WAGNER HS(Staten Island),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,Unk
2953,SUSAN E. WAGNER HS(Staten Island),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,Unk
2954,SUSAN E. WAGNER HS(Staten Island),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,Unk
2955,SUSAN E. WAGNER HS(Staten Island),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2956,SUSAN E. WAGNER HS(Staten Island),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2957,SUSAN E. WAGNER HS(Staten Island),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2958,SUSAN E. WAGNER HS(Staten Island),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2959,SUSAN E. WAGNER HS(Staten Island),PINS / Warrant,Off-Site,No,Non-Scanning,N,N,N,SSA,Metal,N,None,,,
2960,SUSAN E. WAGNER HS(Staten Island),PINS / Warrant,Off-Site,No,Non-Scanning,N,N,N,SSA,Metal,N,None,,,
2961,SUSAN E. WAGNER HS(Staten Island),Summons,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
2962,SUSAN E. WAGNER HS(Staten Island),Summons,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
2963,TEACHERS PREPARATORY HS(Brooklyn),Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,TRESPASS,,M
2964,TEACHERS PREPARATORY HS(Brooklyn),Child in Crisis,On-Site,No,Non-Scanning,N,N,Y,PATROL,Metal,N,None,,,
2965,TEACHERS PREPARATORY HS(Brooklyn),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2966,TEACHERS PREPARATORY HS(Brooklyn),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2967,TEACHERS PREPARATORY HS(Brooklyn),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2968,TEACHERS PREPARATORY HS(Brooklyn),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2969,TEACHERS PREPARATORY HS(Brooklyn),Child in Crisis,On-Site,No,Non-Scanning,N,N,Y,,No Restraints,N,None,,,
2970,TEACHERS PREPARATORY HS(Brooklyn),Child in Crisis,On-Site,No,Non-Scanning,N,N,Y,,No Restraints,N,None,,,
2971,TEACHERS PREPARATORY HS(Brooklyn),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2972,The Brooklyn School for Math & Research(BN),Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
2973,The Brooklyn School for Math & Research(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
2974,The Brooklyn School for Math & Research(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
2975,The Brooklyn School for Math & Research(BN),Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
2976,The Brooklyn School for Math & Research(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
2977,THE CELIA CRUZ BRONX HS OF MUSIC(Bronx) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,Unk
2978,The College Academy(MN),Summons,On-Site,No,Unannounced,Y,Y,Y,PATROL,No Restraints,N,None,,BOX CUTTER,V
2979,The Emerson School(QS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2980,The Emerson School(QS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2981,THE FACING HISTORY SCHOOL(Manhattan) ,Arrested,Off-Site,No,Full-Time,N,N,N,DB,Metal,N,None,GANG ASSAULT,,F
2982,THE FACING HISTORY SCHOOL(Manhattan) ,Summons,On-Site,No,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
2983,THE HERITAGE SCHOOL(Manhattan),Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,ASSAULT,,M
2984,THE HERITAGE SCHOOL(Manhattan),Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,CRIM POSS WEAP,,M
2985,THE HERITAGE SCHOOL(Manhattan),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2986,The Highbridge Green School(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2987,The Highbridge Green School(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2988,"The HS for Enterprise, Business, & Technology(BN) ",Mitigated,On-Site,No,Random,N,Y,Y,DOE,No Restraints,N,None,,,
2989,"The HS for Enterprise, Business, & Technology(BN) ",Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2990,"The HS for Enterprise, Business, & Technology(BN) ",Mitigated,On-Site,No,Random,N,Y,Y,DOE,No Restraints,N,None,,,
2991,"The HS for Enterprise, Business, & Technology(BN) ",Mitigated,On-Site,No,Random,N,Y,Y,DOE,No Restraints,N,None,,,
2992,"The HS for Enterprise, Business, & Technology(BN) ",Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2993,"The HS for Enterprise, Business, & Technology(BN) ",Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2994,"The HS for Enterprise, Business, & Technology(BN) ",Mitigated,On-Site,No,Random,N,Y,Y,DOE,No Restraints,N,None,,,
2995,"The HS for Enterprise, Business, & Technology(BN) ",Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2996,"The HS for Enterprise, Business, & Technology(BN) ",Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2997,"The HS for Enterprise, Business, & Technology(BN) ",Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
2998,"The HS for Enterprise, Business, & Technology(BN) ",Mitigated,On-Site,No,Random,N,Y,Y,DOE,No Restraints,N,None,,,
2999,"The HS for Enterprise, Business, & Technology(BN) ",Mitigated,On-Site,Yes,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
3000,The HS of Fashion Industries(Manhattan),Arrested,On-Site,No,Hand Wand,Y,Y,Y,PATROL,Metal,N,None,CRIM POSS WEAP,,M
3001,The HS of Fashion Industries(Manhattan),Juvenile Report,On-Site,No,Hand Wand,N,Y,Y,PATROL,Metal,N,None,,,Unk
3002,The HS of Fashion Industries(Manhattan),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
3003,The HS of Fashion Industries(Manhattan),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
3004,The HS of Fashion Industries(Manhattan),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
3005,The HS of Fashion Industries(Manhattan),Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
3006,The HS of Fashion Industries(Manhattan),Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
3007,The HS of Fashion Industries(Manhattan),Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
3008,THE JAMES BALDWIN SCHOOL:A SCHOOL FOR EXPEDITIONARY LEARNING(Manhattan) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
3009,"THE MARIE CURIE HS FOR NURSING,MEDICINE & ALLIED HEALTH PROFESSIONS(Bronx) ",Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
3010,"THE MARIE CURIE HS FOR NURSING,MEDICINE & ALLIED HEALTH PROFESSIONS(Bronx) ",Child in Crisis,On-Site,No,Non-Scanning,N,N,Y,,No Restraints,N,None,,,
3011,"THE MARIE CURIE HS FOR NURSING,MEDICINE & ALLIED HEALTH PROFESSIONS(Bronx) ",Child in Crisis,On-Site,No,Non-Scanning,N,N,Y,,No Restraints,N,None,,,
3012,"THE MARIE CURIE HS FOR NURSING,MEDICINE & ALLIED HEALTH PROFESSIONS(Bronx) ",Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
3013,THE METROPOLITAN HS(Bronx) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,SSA,Metal,N,None,,,
3014,The New Visions Charter HS for Advanced Math and Science(XW),Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
3015,The New Visions Charter HS for Advanced Math and Science(XW),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3016,The New Visions Charter HS for Advanced Math and Science(XW),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3017,The Richard H. Hungerford School(Staten Island),Child in Crisis,On-Site,No,Non-Scanning,N,N,Y,,No Restraints,N,None,,,
3018,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE(Bronx),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
3019,The Science & Medicine Middle School(Brooklyn),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
3020,THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT & LAW(Manhattan) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,V
3021,The Urban Assembly Bronx Academy of Letters(XW) ,Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,AGG HARASS,,M
3022,The Urban Assembly Bronx Academy of Letters(XW) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
3023,The Urban Assembly Institute for New Technologies(Manhattan),Juvenile Report,Off-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,V
3024,The Urban Assembly Institute for New Technologies(Manhattan),Juvenile Report,On-Site,No,Full-Time,N,Y,Y,PATROL,No Restraints,N,None,,,M
3025,The Urban Assembly School for Collaborative Healthcare(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3026,The Urban Assembly School for Collaborative Healthcare(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3027,The Urban Assembly School for Collaborative Healthcare(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3028,The Urban Assembly School for Collaborative Healthcare(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3029,The Urban Assembly School for Collaborative Healthcare(BN),Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
3030,The Urban Assembly School for Collaborative Healthcare(BN),PINS / Warrant,On-Site,No,Full-Time,N,Y,Y,PATROL,Metal,N,None,,,
3031,The Urban Assembly School for Emergency Management(MS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
3032,The Urban Assembly School for Emergency Management(MS),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,V
3033,The Urban Assembly School for Global Commerce(MN),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
3034,The Urban Assembly School for Global Commerce(MN),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
3035,THE URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES(MLK Educational Campus),Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,Unk
3036,THE URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES(MLK Educational Campus),Summons,On-Site,No,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,POSS. OF KNIFE,V
3037,THE URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES(MLK Educational Campus),Summons,On-Site,No,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
3038,THE URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES(MLK Educational Campus),Summons,On-Site,No,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,POSS. OF KNIFE,V
3039,THE URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN(MS) ,Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,GRAND LARCENY,,F
3040,THE URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN(MS) ,Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,GRAND LARCENY,,F
3041,THE URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN(MS) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
3042,THE URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN(MS) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
3043,THE URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN(MS) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
3044,THE URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN(MS) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
3045,THE URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN(MS) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
3046,THE URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN(MS) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
3047,THE URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN(MS) ,Mitigated,On-Site,Yes,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
3048,THE URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN(MS) ,Summons,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
3049,THE URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN(MS) ,Summons,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
3050,THE URBAN ASSEMBLY SCHOOL OF DESIGN & CONSTRUCTION(Manhattan),Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
3051,THEODORE ROOSEVELT HIGH SCHOOL(Bronx),Arrested,On-Site,No,Full-Time,N,Y,Y,PATROL,Metal,N,None,ASSAULT,,M
3052,THEODORE ROOSEVELT HIGH SCHOOL(Bronx),Arrested,Off-Site,No,Full-Time,N,N,N,DB,Metal,N,None,SEX MISCONDUCT,,M
3053,THEODORE ROOSEVELT HIGH SCHOOL(Bronx),Arrested,Off-Site,Yes,Full-Time,N,N,N,PATROL,Metal,N,None,PETIT LARCENY,,M
3054,THEODORE ROOSEVELT HIGH SCHOOL(Bronx),Juvenile Report,On-Site,No,Full-Time,N,Y,N,DB,No Restraints,,,,,M
3055,THEODORE ROOSEVELT HIGH SCHOOL(Bronx),Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
3056,THEODORE ROOSEVELT HIGH SCHOOL(Bronx),Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,M
3057,THEODORE ROOSEVELT HIGH SCHOOL(Bronx),Mitigated,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
3058,THEODORE ROOSEVELT HIGH SCHOOL(Bronx),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3059,THEODORE ROOSEVELT HIGH SCHOOL(Bronx),Mitigated,On-Site,No,Full-Time,N,N,Y,PATROL,No Restraints,N,None,,,
3060,THEODORE ROOSEVELT HIGH SCHOOL(Bronx),Mitigated,On-Site,No,Full-Time,N,N,Y,PATROL,No Restraints,N,None,,,
3061,THEODORE ROOSEVELT HIGH SCHOOL(Bronx),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3062,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION  HS(Queens) ,Arrested,Off-Site,No,Non-Scanning,N,N,N,DB,Metal,N,None,ROBBERY,,F
3063,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION  HS(Queens) ,Child in Crisis,On-Site,No,Random,N,Y,Y,,No Restraints,N,None,,,
3064,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION  HS(Queens) ,Mitigated,On-Site,No,Random,N,Y,Y,DOE,No Restraints,N,None,,,
3065,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION  HS(Queens) ,Mitigated,On-Site,No,Random,N,Y,Y,DOE,No Restraints,N,None,,,
3066,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION  HS(Queens) ,Mitigated,On-Site,No,Random,Y,Y,Y,DOE,No Restraints,N,None,,,
3067,THOMAS JEFFERSON HS(Brooklyn),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
3068,THOMAS JEFFERSON HS(Brooklyn),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
3069,THOMAS JEFFERSON HS(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,N,DOE,No Restraints,N,None,,,
3070,THOMAS JEFFERSON HS(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3071,THOMAS JEFFERSON HS(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3072,THOMAS JEFFERSON HS(Brooklyn),Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,,,,,
3073,THOMAS JEFFERSON HS(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3074,THOMAS JEFFERSON HS(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3075,THOMAS JEFFERSON HS(Brooklyn),Mitigated,On-Site,No,Full-Time,N,N,Y,DOE,No Restraints,,,,,
3076,THOMAS JEFFERSON HS(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,N,DOE,No Restraints,N,None,,,
3077,THOMAS JEFFERSON HS(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3078,THOMAS JEFFERSON HS(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3079,THOMAS JEFFERSON HS(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3080,THOMAS JEFFERSON HS(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3081,THOMAS JEFFERSON HS(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3082,THOMAS JEFFERSON HS(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3083,THOMAS JEFFERSON HS(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3084,THOMAS JEFFERSON HS(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3085,THOMAS JEFFERSON HS(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3086,THOMAS JEFFERSON HS(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
3087,THOMAS JEFFERSON HS(Brooklyn),Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
3088,THOMAS JEFFERSON HS(Brooklyn),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
